source_id,ngc2298_oid,parallax,parallax_error,ra,dec,phot_g_mean_mag,pmra,pmra_error,pmdec,pmdec_error,ang_sep
5578962926081763328,2,0.052904661729516834,0.019202374,102.37825656037293,-36.04346309929899,14.857607,0.48453974848303194,0.021892017,2.076847014746005,0.022203973,3.502982060773386E-5
5578963716355729152,3,0.5757806160640088,0.081843235,102.37820898916816,-35.98082213897081,17.726673,-0.008042141696486982,0.08372941,5.552633862513539,0.080961265,1.695389723469739E-5
5579151488030193536,4,1.438169959245066,0.24583797,102.37750485374139,-35.95012206235517,19.191685,2.4100593884384187,0.23743522,23.87580878310738,0.23441544,9.321938847623965E-5
5578963510197307392,5,0.46510620159967814,0.061580647,102.37718712291735,-36.015574197499475,17.308973,-1.3032580990415983,0.06336158,-2.3417284908308797,0.062583245,2.6281823466602335E-5
5578963613276516224,6,0.15229788979214626,0.034220938,102.37693123631047,-35.993031328078494,16.129126,-1.0601875034948596,0.037320334,4.864442684224522,0.03572913,3.288875020182566E-5
5578963544557044096,7,0.8228922758476946,0.049365,102.37681915339361,-36.01059838728098,16.579117,-2.2613220653912762,0.054951977,2.6352594662204707,0.051470097,2.3194315864924147E-5
5578963540261571968,8,0.5484319167584035,0.07194255,102.37674439250192,-36.011660604823135,17.447151,-3.8979873379168444,0.07538177,9.415799146080351,0.07082938,4.0883504704571065E-5
5578963716355729408,9,0.5762209980718236,0.3552289,102.37646990318372,-35.98326854957084,19.786493,0.44861676915504545,0.3626436,4.369544236620871,0.33461976,1.855081555765283E-5
5578963510194389248,11,0.7137134175364144,0.1361592,102.37453452860304,-36.02492140607461,18.324966,-22.919615727500172,0.14449546,1.055495918599135,0.14946836,1.171542456515577E-4
5578963510197305472,12,0.2716982601362111,0.14315107,102.37449450841494,-36.01175700946104,18.6204,-2.6940492213607934,0.15392098,-0.8716210560309483,0.14446121,2.5507137350055965E-5
5578963510197309824,13,0.4501228583200564,0.71154505,102.37419524015655,-36.02478880610461,20.353231,-2.3295357926891826,0.7298263,1.6002356147259764,1.0892127,3.327978927898888E-5
5578961856633744384,14,0.37418564823225614,0.19131005,102.37368288232479,-36.118084144848886,19.094965,-0.5924424014518249,0.20266338,4.6611945443060385,0.21063748,6.339845919134424E-5
5578961959713505920,15,0.14670326489902724,0.14416794,102.37332584480335,-36.08458659054219,18.784523,-0.2964101749332303,0.15145308,7.214737277747184,0.16537467,2.1951808049287218E-5
5579151488030203904,17,0.3893136946972694,0.16192412,102.37348762049147,-35.94164168413566,18.847168,-2.7437992907996263,0.16771345,17.090922823297372,0.17322753,7.545416190329665E-5
5578961856633744512,18,1.028702740567099,0.12952335,102.37179646958212,-36.11822578881952,18.615469,-1.6982179287157781,0.14197914,1.4519687953346803,0.14772202,5.407068973467709E-5
5578963510197309056,19,0.38521769339921375,0.09572363,102.37211707296387,-36.02292316025276,18.037067,-2.314004553128787,0.09954375,4.3806975157009855,0.10071176,2.142576965230208E-5
5578962921785751552,20,0.36518201733034455,0.28540072,102.37167513271515,-36.04435005983313,19.309614,-0.3704649350438871,0.31050554,0.6498966174189529,0.2557336,2.744817900606452E-4
5578962926078851840,20,-0.03124001733434937,0.30606022,102.37171473104826,-36.044027693510984,19.161566,-6.11871284098947,0.3421774,9.071218578574916,0.32473382,5.830658257233487E-5
5578962921785751552,21,0.36518201733034455,0.28540072,102.37167513271515,-36.04435005983313,19.309614,-0.3704649350438871,0.31050554,0.6498966174189529,0.2557336,3.3396661990039226E-5
5578961964009097984,23,0.4417167534514895,0.056870066,102.37093952860934,-36.08495670826852,17.236635,-2.8326676263778046,0.05832951,6.967135371302669,0.06273297,1.7501875097995313E-5
5579151492327450496,24,0.9665903971029641,0.02361346,102.37147690614,-35.94002452056197,15.405533,2.2287549652409377,0.024847472,-8.817417081299778,0.025974486,9.026354402590687E-5
5578963505901332352,25,0.47133878321224965,0.045331087,102.37081995039908,-36.022591511609335,16.76097,6.084353528036205,0.047208864,-4.240822876520309,0.04738495,3.4872085789746896E-5
5579153279033814144,26,0.29523670348916276,0.059452306,102.3713113554277,-35.89442450819396,17.16237,0.9900912550086125,0.061247844,5.836960697650778,0.06151753,7.756877506094617E-5
5579151488030192128,27,0.1908507447881236,0.24939725,102.37087759211887,-35.95167953266414,19.392717,0.42606626697665545,0.26966202,3.0676568276602247,0.24502045,5.333523271000848E-5
5578962921785764608,28,0.9120588661633039,0.13028425,102.3704841247039,-36.0351716978107,18.578749,-0.28370098118856624,0.14610803,6.870323446064447,0.14006701,2.724424329672656E-5
5579151492324903680,29,0.4009957233767261,0.29252183,102.37070373297072,-35.94154940607554,19.55846,3.932488390391845,0.2913994,-8.83045865368214,0.27846548,9.305798106807156E-5
5578961856633741440,31,0.263537186468359,0.09923284,102.3691693433799,-36.11927429724007,18.217085,0.20673401569155625,0.11018885,3.2163984266191163,0.1151952,4.7657767378341075E-5
5578962822999660800,32,-0.018029940515935806,0.07145795,102.36910483096328,-36.07250314946945,17.63345,-1.1914244638804368,0.07526476,2.7721135143522435,0.079049975,1.5338767602803265E-5
5578962887425997568,33,0.6126998896514352,0.20507343,102.36847970267692,-36.054774270229586,19.103111,-3.7878613185473213,0.2092251,4.331941700845153,0.213077,7.916896580772117E-6
5579153279033823616,34,0.39363290721622846,0.049996667,102.36849091406036,-35.90669101779382,16.920137,9.866129734532796,0.05880254,3.8177784899362504,0.054241102,3.999184077838003E-5
5578961856633762432,36,0.6181548924096533,0.13815504,102.36700419830365,-36.10784336128812,18.771673,1.8883159163396195,0.1494853,-0.11173421467310476,0.15645996,5.151224055529473E-5
5579153171657390848,37,0.3865183861937922,0.12339963,102.36719089965617,-35.92905680150434,18.506618,0.07184908312958296,0.13023186,1.3378813662762121,0.13462481,6.784817782130921E-5
5578961959713031296,38,0.2926909727857503,0.21101004,102.36610914376139,-36.087129651392985,19.273266,1.1505071349314648,0.2242373,3.4003724540863196,0.22301586,1.5517161124373816E-5
5579151492327451776,39,0.24472939865922297,0.0808195,102.3658287529591,-35.9470722357504,17.721947,-1.6367650416079673,0.08348994,3.0791505320569947,0.08237249,4.993743826100914E-5
5578962818706508160,40,-0.24051054840316077,0.6450166,102.36514780263944,-36.0633694652075,20.45642,2.41231476091307,0.6676198,-2.5943592991806987,0.64379257,5.5901832012577126E-5
5579151384950940416,41,0.5689778240058136,0.09466477,102.36531269533211,-35.97762513250308,18.028086,0.8006442093753021,0.103925385,-2.2051465943052952,0.102787875,3.934700755897167E-5
5578963510197304832,42,0.5365020695474112,0.073113516,102.36502808815997,-36.018122061690654,17.58277,1.9867082389565665,0.07380517,-2.587924629991898,0.07437954,1.649531335915517E-5
5579153274736622208,43,0.7126315090431862,0.23334254,102.36537294407849,-35.900189083432856,19.28866,1.214332888768348,0.24362405,3.866869158090197,0.2312359,4.781291060487232E-5
5579153244674089216,44,0.48365311209984774,0.078049526,102.36498769141541,-35.914972199239585,17.66066,0.28722804067097557,0.077746905,2.5870556419380746,0.081322275,7.139056345470624E-5
5579151457967720448,45,0.178834902529136,0.07915522,102.36394927896193,-35.9678846312747,17.610155,0.21548272894777928,0.08590751,1.8312696042010312,0.08515645,3.090046299208166E-5
5578963127944194304,46,0.4024115480402023,0.1232463,102.36340411060594,-36.03540599236255,18.463974,0.40070470796893687,0.12944673,2.7383248763677113,0.12789573,1.2881432487971242E-5
5578963132240188416,47,0.007427425819729799,0.25442663,102.36338568879314,-36.03797540723139,19.408129,3.6035298566533194,0.25290197,-2.278888414431896,0.24931552,2.5290713089582825E-5
5578962715627286400,48,0.13620085939961554,0.1544137,102.36232326919436,-36.0682535509252,18.840595,0.3423998610014692,0.15654998,2.4117813187247314,0.16669162,2.391492850741352E-5
5578963127944208128,49,-0.5692066058733635,0.37895635,102.36139414987943,-36.02343353036755,19.875948,0.4615296331524822,0.3693546,2.1014011067255307,0.34200126,3.089939927128643E-5
5578962921785753472,51,1.3728252832071803,0.6160418,102.36059621733361,-36.0421427902387,20.41658,-0.12477005367634603,0.67689794,0.37311900316633206,0.73954153,1.377016977470904E-5
5579151694188632704,52,0.4531722264647956,0.43474776,102.36022156385584,-35.940710498075056,20.055212,-1.2245466470858684,0.41636598,0.7548817160710974,0.418391,5.81076017713086E-5
5578962788642811904,53,-0.10839246732986041,0.10901984,102.35905104267371,-36.0652077636784,18.286777,-0.7712736393614117,0.11498415,1.9848965747770955,0.110668615,1.4075901948518853E-5
5578961929649360640,54,0.4832262246899005,0.03314127,102.3568067674475,-36.101701468627105,16.242977,-0.6556423091480212,0.035077617,2.649060714086633,0.038796503,2.927440182929359E-5
5579151767205343360,56,0.4208966544829899,0.048769325,102.35718304019521,-35.92607351260269,16.98595,-3.144492063693504,0.055540092,-4.373723931515659,0.05591079,9.982747022059002E-5
5578961929649359744,57,0.5220676567039709,0.009530795,102.3560898912994,-36.09908812465226,12.591298,-3.260039828535361,0.0099908495,2.8266094768659666,0.011030708,1.9816306515928973E-5
5578962685563601280,60,2.1030203066597295,0.00932048,102.35547314103515,-36.085216118307514,9.61361,-2.68944665362119,0.009710785,-0.8394537115230911,0.010257401,2.734099850620582E-5
5578963093584448000,61,-0.332757843925774,0.6028229,102.35550273005279,-36.04001326750868,20.394014,3.1132500405356964,0.5759851,-1.4910135745773836,0.5717431,2.2558965253550605E-5
5579151457967712768,62,-0.1643513428697755,0.19653657,102.35583661913068,-35.95543650038558,18.876238,2.9529230415685626,0.20761064,-1.2468398008400676,0.2192104,1.4087913661004812E-5
5578962719920439296,63,-0.02653240667935556,0.30493137,102.35497917312746,-36.0807644029306,19.75757,0.18560234078278237,0.31924698,1.0371290206125379,0.3270073,5.570328654890198E-5
5578963578916776448,65,1.3565816715804075,0.08864278,102.3552492404681,-36.00604423608946,17.825083,-3.3394203720189615,0.09145244,-0.23756979059372188,0.0941552,3.309675502857311E-5
5578963578916776832,66,1.073579851860507,0.01928591,102.3549332420986,-36.01022315592455,14.951481,-5.005538738875842,0.020673575,-1.7922726126545445,0.022152837,3.560676202241885E-5
5578962715627275264,67,0.32905111543927923,0.14811943,102.35461089876577,-36.07861785963491,18.890478,-1.4160597278585192,0.15845342,0.6006183309896328,0.16546348,2.106301948359755E-5
5579151453670437120,68,0.7204137038920537,0.35071522,102.35465653355895,-35.96433495250669,19.678427,7.201658430245968,0.3631304,-2.8583141790319666,0.32372475,3.913668277881236E-5
5578962719923337728,69,0.4462617239287573,0.1825877,102.35380493066081,-36.08014072512997,19.09371,1.1876665179563801,0.18066262,-7.137815407761215,0.22051571,4.626619009504763E-5
5578963578913834880,70,0.03541384404896042,0.22211665,102.3540534230759,-36.01095510032168,19.203773,3.180255968185728,0.22854222,-1.8236051934002415,0.22965668,2.32662539612513E-5
5578938457651917184,71,0.29970097349452257,0.16170077,102.35313817630538,-36.117405838734925,18.972826,0.8915114405896694,0.17623757,4.347286457018963,0.19039898,5.00647158603989E-5
5579151659828881024,72,1.353978255150655,0.19035661,102.35367110579519,-35.95431311270159,19.011675,-3.489821862397031,0.20651372,18.581797481409126,0.1939107,9.09243080855522E-5
5579151247511962624,73,-0.0896420035419541,0.1592633,102.35336755248207,-36.00001458675443,18.79743,3.498908990237307,0.17675169,-2.056985391534356,0.15972345,1.0634005341455919E-5
5578963127944201472,74,0.48078526231862445,0.34403235,102.35249748869829,-36.02912426341577,19.794127,3.33240971249276,0.35210344,-2.0982809258275967,0.3195365,1.109683756669273E-5
5579151281871719296,75,-0.4498616087430534,0.5276935,102.3518333949911,-35.983292089735855,20.223507,-1.1825346185897572,0.5256232,0.34763092744198787,0.4576535,3.234964912251173E-5
5578963093584434304,76,0.1816515427490681,0.13468045,102.3510166652155,-36.050978777022316,18.615097,-1.9885507951626413,0.1348372,2.2562146133803695,0.13949396,2.11227229704018E-5
5579151251806771968,77,0.5858796130911577,0.5295388,102.35117704327111,-35.98849514227829,20.312363,1.0530758128251962,0.5301077,0.48473970132335903,0.4878368,1.9221243656741245E-5
5579151762908121344,78,-0.10348084362676396,0.28651646,102.35137724324932,-35.92170305733437,19.576944,3.6003191230573712,0.29205,-2.2080944833036416,0.26835325,7.334767295810894E-5
5579151354888501248,79,1.0953218198498527,0.017065078,102.35107520857379,-35.967527806297745,14.726139,-2.4053976600920546,0.019274427,9.653423580659162,0.018627144,5.53974363270043E-5
5579151354888500096,80,0.7622572650183495,0.054374736,102.3510221641558,-35.96404702044513,17.082327,-1.7965519981386053,0.059254874,8.889731537416033,0.058784313,5.473859888329119E-5
5578938461948304768,83,0.4802606880415004,0.025421945,102.34987056493358,-36.11165861048304,15.797879,-0.24387746868519738,0.027929308,-0.146861595321077,0.030185342,4.69779260208981E-5
5578962784346758656,85,0.1729381527570726,0.2793415,102.34940507186866,-36.071372516573526,19.635632,-0.8727427060107236,0.29108575,2.376425966593893,0.27753267,5.151921555616977E-6
5579153996291122176,86,0.4488569800224983,0.0721332,102.34971970773495,-35.90949063729273,17.522305,-1.0829954136305873,0.07441476,0.11042235350675945,0.07481551,8.406104864652335E-5
5579151251810166528,87,0.06818747162812859,0.26242456,102.34929047091629,-35.99425251111955,19.42332,-1.3482827559888828,0.27730954,1.9762050901972392,0.24614371,3.563711601668742E-5
5579154000588312064,88,0.7453927646040679,0.014763345,102.34962621492757,-35.90447598775541,14.366694,-1.5733832118877835,0.016102895,1.6491748652168,0.01672096,9.755007935719036E-5
5578963097880446336,89,0.36727279678904035,0.032823555,102.34891389462071,-36.03867459064536,16.184414,0.9341944038172902,0.034884814,4.364875264542109,0.03493963,2.3408740480936604E-5
5579153996291123072,92,0.3797443062066212,0.21138333,102.34811592229079,-35.90726389906262,19.061655,1.3924640102022923,0.2177906,-3.932276589579277,0.19379768,9.386080955945719E-5
5578963196663704064,93,-0.2170511970606092,0.5204027,102.3475069116046,-36.009705317869674,20.215303,4.335717020999933,0.5066705,-1.998962315280115,0.5427367,2.203132985741543E-5
5579151350591218304,94,1.2125484285607717,0.29759294,102.34758262475405,-35.966474051983454,19.536394,3.918982030245882,0.315824,2.4155299862602027,0.27677566,1.3159493497103648E-5
5578963093584453248,95,-0.10475530834555069,0.36990908,102.34726359629947,-36.03663196318662,19.78718,3.447184291495881,0.36246583,7.292182029956436,0.32967117,3.38349379413928E-5
5579152518822368512,96,0.8946287064777765,0.09479925,102.34729980609625,-35.91646851264348,18.003506,0.7127560728383706,0.09551074,-7.650974231668425,0.10145032,9.795090647168338E-5
5579151247511958016,97,0.39758395259010415,0.354643,102.3467227730634,-36.00336299515205,19.758595,-2.262830577562819,0.36669534,5.191537017385333,0.3428684,3.3503898250880186E-5
5579151350591213824,98,0.6465905516675307,0.110300414,102.34685543240185,-35.96970707751039,18.32525,9.071039536622182,0.119521245,18.62497306347183,0.11664814,8.29843811991619E-5
5579151659828888448,99,0.4071902623483553,0.103454545,102.34656178709525,-35.947843237491625,18.229692,-0.9824600866667998,0.108066104,2.1299759640324925,0.113086484,4.96702311109571E-5
5579151659828882048,100,-0.19336010802805925,0.24131057,102.3465598385069,-35.953612244615535,19.344822,3.4488236411678748,0.23762102,-2.0131869626824273,0.22935264,2.2664343338734767E-5
5579151247511975168,101,0.020926993572362627,0.16355117,102.34635029772869,-35.98943633271108,18.915522,3.056468056371887,0.17705211,-2.404469590790348,0.1711538,1.5022363880192092E-5
5579151350591201408,102,0.11795092350451802,0.094279476,102.3463456246749,-35.978917020400786,18.004908,0.681915255925529,0.102823675,2.0494900769802347,0.095718764,1.2607682767566422E-5
5578962784346777856,103,0.35030056137214965,0.20050989,102.34580306803433,-36.057522798078196,19.12148,0.2473228982266298,0.20460713,0.839263723437893,0.19594942,2.5999862394269675E-6
5579153996291122304,104,-0.5587231910196099,0.2718721,102.3462484105239,-35.9090950760736,19.462555,0.2121948664202371,0.28060344,5.452409956914757,0.2562971,7.724791867597968E-5
5579151659829107712,105,-0.1245969602871321,0.5467322,102.34545447442038,-35.95280016112428,20.296957,3.6776971066726905,0.4848865,-2.143988223882756,0.49503154,3.546714579161427E-5
5579151247511970432,106,0.6868657047775975,0.10957539,102.345089775328,-35.99285119264722,18.259077,-2.86776619324482,0.11674724,6.332533719253012,0.114397876,5.2816435805946076E-5
5579151350591201536,107,0.13518982303451874,0.13330002,102.34452713353899,-35.97804013981434,18.592375,-1.1208726659583719,0.14306112,2.309298496404865,0.1333841,3.79979908374501E-5
5579151728548374144,108,0.20491237200285395,0.24087842,102.34456771221484,-35.937591002999,19.336184,3.035122422021175,0.25548294,-2.3328565634109233,0.23357756,5.260082611186901E-5
5578963097880448256,109,1.4326006685914963,0.16492999,102.34406998063513,-36.04723743059943,18.93603,10.82019437684453,0.17336713,-12.275346134840152,0.16929284,8.274277028791612E-5
5578962784346768512,110,0.5435074411264537,0.12750934,102.34380773303128,-36.064571405017645,18.557264,0.7639341159092516,0.13228728,2.740932232606784,0.13879941,1.3744159382832372E-5
5579150869554829312,111,0.40269105471029676,0.058247775,102.34367283068487,-36.00943395723074,17.178493,-4.6673567476667355,0.059181266,0.7394280613551752,0.06072404,3.5366389722897135E-5
5578963196663691008,112,1.8254716426996944,0.21948297,102.34352060382923,-36.01860972855252,19.125761,27.068862847867635,0.21569249,-2.4599373565608316,0.20743845,1.1749146496196474E-4
5579150869554834688,113,0.4154675491109353,0.12452129,102.3434167043373,-36.00438180982539,18.471733,-0.06449828075794217,0.13304436,4.731905302341372,0.12846592,2.5491023846698366E-5
5578938461948304512,114,0.7484505164401075,0.06169953,102.34270336503313,-36.11464148768409,15.984857,3.0284040463330015,0.06508448,-2.2007890520704607,0.07189265,6.017103617215428E-5
5579151251809291520,115,0.17319163353449427,0.049585734,102.34320849949647,-35.99568474481495,16.902027,3.38963075549007,0.053760413,-2.175024450102277,0.054016147,1.0539439947531116E-5
