source_id,pal15_oid,parallax,parallax_error,ra,dec,phot_g_mean_mag,pmra,pmra_error,pmdec,pmdec_error,ang_sep
4381039372622253440,2,1.0222606408908617,0.050044287,254.98022237947558,-0.3454239155981224,16.097586,11.95243862767032,0.054591108,-22.3552356531412,0.0441624,8.351875088478443E-5
4380993124413486976,3,0.2540212847033536,0.19767977,254.80821644694868,-0.3506178458656269,18.557476,-2.484532597825392,0.25251216,-2.5770968350841295,0.17942102,2.2092356537530076E-4
4380946631391891968,4,0.07158979429660231,0.21395716,254.86111492890353,-0.34926064814401564,18.68335,0.5632511419465018,0.25375402,-3.3226124616311803,0.19231609,5.995575290370139E-5
4380993154478317952,7,0.07228207783402209,0.1519097,254.79173342977452,-0.35273359007063676,18.259134,-2.1486847140421883,0.17287916,-8.189574133060102,0.13478227,2.4691694292651553E-4
4380946326449819136,9,0.584392678606787,0.061798953,254.83692071341278,-0.3516215566167705,16.582691,4.337076789739787,0.07339402,1.991787397280002,0.057349306,1.0256425055820914E-4
4380946395170541056,10,0.7466260908315061,0.07198565,254.88875533385323,-0.35050433004507575,16.978926,-9.024051673570977,0.0843474,-0.7961570242961389,0.06602507,3.040614748164655E-5
4381036482106903680,11,0.8146834116731062,0.17318203,255.01440359715514,-0.3485131521372116,18.303835,-0.2267330592107478,0.1908388,-2.0601250838977436,0.1556103,6.780066829424661E-5
4380946425233461248,12,-0.1668737226741417,0.20319398,254.86893205022753,-0.35351687176580116,18.682156,-1.1667660633507657,0.24371476,-7.060395786763456,0.18610238,6.069317211284416E-5
4380946425233460992,13,0.7691633950951487,0.21659757,254.8771795317897,-0.3540873179724584,18.75993,3.468086416140836,0.2604153,-1.731835616680807,0.19762269,3.825430577102597E-5
4381036589483426560,14,0.23350990981411476,0.17047553,255.04387822001783,-0.3502743741491582,18.257626,1.4511699474671853,0.1767528,-9.063438836828235,0.13529712,4.7435542380213634E-5
4381039333965183744,16,0.33994631019116117,0.11812521,254.95574513487315,-0.35438345446960356,17.788614,-0.2684820565330286,0.14533222,-7.497817981863956,0.11133144,6.388196214914963E-6
4380945738038693248,17,0.3361238819211557,0.14096911,254.92232840454673,-0.35540560990785836,18.10816,-2.458335733888153,0.16939485,-5.9830626894431385,0.13717946,2.233759356333375E-5
4380993120118576512,18,0.8486129200276915,0.27106768,254.80161362552118,-0.3585431593441663,19.074,-18.845230514488826,0.35643667,-11.198941189123502,0.275723,1.1491774179243371E-4
4381036653905593216,19,0.05835007259924206,0.15963262,255.08040132095874,-0.3518927047311719,18.169586,-2.799504906546491,0.16319753,-9.359874747485343,0.12992789,2.2800080179443812E-5
4380945703678954624,20,0.6090446100882292,0.1911109,254.93999219309708,-0.35559174671356514,18.571352,-3.208772439584004,0.22937472,-4.610526441987073,0.17697346,5.01843731934463E-5
4380945673616031616,21,1.1136181563002778,0.076112226,254.92556500346996,-0.35621382001849305,17.062323,-0.29509677623647795,0.09285569,-3.7388617957288077,0.07242515,1.9918051517175283E-5
4380945703678954752,23,0.7571561895639239,0.33827987,254.9390235555826,-0.3566659175814599,19.375666,-5.708146410665503,0.40347314,-2.1979860162162477,0.29615542,3.5565270332534965E-5
4381039303902773888,25,-0.06266940220199291,0.29301587,254.9816408390069,-0.35649766701926233,19.06762,-0.4555498840364969,0.32107794,-8.939333868110154,0.23699497,2.1367353622647864E-5
4381039299605443072,27,0.08284043682740005,0.18159288,254.97463033298143,-0.3570327697835327,18.260742,-3.7121221248794454,0.21023229,-3.11470821968493,0.15173593,5.669315871670843E-5
4380945673616031104,28,0.2396362506742486,0.08015464,254.93009375149495,-0.35874951568522373,17.159512,-2.8294582806989883,0.09599959,-0.9551913675440399,0.07555188,4.932529100684653E-5
4381035897991345664,29,0.5019776287279736,0.119436555,255.08581139765764,-0.3550085500627691,17.73876,-13.065576513496001,0.123156555,-19.153837517478813,0.096922725,4.300381483133169E-5
4381036452044483200,30,0.04296526505729914,0.4586055,255.00069238351244,-0.35790714395929135,19.668753,1.253923415426394,0.5073279,-5.024493256427262,0.40310755,3.649979007478827E-5
4380993090053744640,31,0.7544741906192763,0.080294095,254.80306092458991,-0.36382947359096685,17.09902,-5.017085821206613,0.101540096,-14.130079881367681,0.08187354,1.7588263726276654E-4
4381036520763941888,32,0.429704417678548,0.15145753,255.0608191620548,-0.35810911473572354,18.076063,0.1717911819592101,0.15423286,-8.423021328676198,0.12059643,4.441854463180279E-5
4380946356513982848,33,0.45977241809294345,0.3396814,254.89223304735157,-0.3638951181394361,19.413776,-5.451887842251557,0.41780454,-1.3006437327995453,0.3272578,3.823713429945585E-5
4381036344667938688,34,0.4065173234050244,0.2530806,255.00136998470848,-0.3618300711932039,18.86624,-3.9724615907216103,0.27329025,-3.0947727631797672,0.20817873,6.245282087702108E-5
4381036207228985984,35,0.5422724341501015,0.2052549,255.02890491081104,-0.3612330552136867,18.595121,-2.421115429758303,0.22245568,1.4711345910859521,0.16779646,7.066216584773513E-5
4380946047277009152,36,0.5428839039715784,0.3349217,254.86370230385646,-0.3655086516968127,19.397985,1.4852044896487895,0.40999618,-4.114383290341261,0.3193404,1.926992189837518E-5
4381036383325001984,37,0.3568339190963937,0.11584036,255.01271324205157,-0.36211737982036507,17.648928,-2.4607932015187224,0.12551367,-2.147147440049408,0.096940644,5.10121519206284E-5
4380945497520523520,39,0.36449185648097066,0.25862437,254.94553499460747,-0.3645472466856408,19.020882,2.2380961459872872,0.3119317,-0.7342577092095137,0.2501975,2.9233368339755194E-5
4381035897991340800,40,0.5788205160281947,0.14699139,255.09385183079277,-0.3610076922670728,18.117676,-4.430188997573562,0.15563768,-7.813450354596415,0.12012471,1.05183289903681E-4
4381036379027675136,41,1.0161850027979218,0.4588175,255.01053065414862,-0.3632419271889859,19.609062,-6.61219128293128,0.49692908,-7.003134836310878,0.37524277,3.1618186083376784E-5
4380945501817335296,43,0.38160090293457966,0.11409605,254.95463908733393,-0.36560872722607324,17.663155,-13.352728428602376,0.12960789,-7.137911968489772,0.101167634,7.906649211617395E-5
4380945978557531008,45,0.12908801365789857,0.26147413,254.8737031047431,-0.36815320100340276,19.039421,-1.79483710199084,0.3121002,0.24362538354669724,0.24551603,7.91100216193982E-6
4381035794912123648,47,0.3837190263104621,0.19992429,255.08521059708224,-0.36334281972669413,18.585484,-4.148794716726862,0.20894182,-9.911309885524961,0.16262394,3.3818122649461524E-5
4381036516466627840,49,0.9410515330095816,0.38447368,255.0570294511713,-0.36405477643147005,19.482948,-4.545294294366855,0.40273085,0.8864645323027549,0.316334,1.035827067270895E-4
4381036383325001600,50,-0.20875031809760175,0.54212826,255.00938933342073,-0.36536375610840843,19.130194,-1.4168378990594575,0.4897767,-7.074516571235832,0.39185926,1.630307395863154E-5
4381039269543417984,51,0.21508896285665186,0.40480274,254.96862693192853,-0.36672817657659385,19.545908,-6.625672292612731,0.54957163,-6.6160369260886505,0.37924764,3.020836609371026E-5
4380946356513982336,52,0.16604602679120284,0.22564307,254.88333722174306,-0.3692978398169395,18.851524,-6.131894692816521,0.28546312,-10.837135981756147,0.2108995,5.2121161148592325E-5
4380945978557529728,53,0.7848740480617089,0.16111653,254.87180112492103,-0.37044595123977264,18.276611,-4.951064555913626,0.18999118,4.377941741434722,0.14728568,3.246443212578578E-5
