source_id,pal1_oid,parallax,parallax_error,ra,dec,phot_g_mean_mag,pmra,pmra_error,pmdec,pmdec_error,ang_sep
555997745695690112,1,3.4423772389611424,0.013765906,53.238029731091196,79.71442032599327,11.428768,2.962278098756238,0.01450818,-3.7069527269205818,0.01799905,2.3776697560210245E-5
555991251705157120,2,2.294236272642931,0.0112569425,52.73560325873616,79.64644133690207,11.616926,-12.266983458635595,0.011730837,13.354370450658541,0.013756385,1.2331540420802874E-4
555989117105654016,3,3.001122398901515,0.014507755,52.47423052810968,79.56425361681453,12.089992,14.917786897574507,0.014779055,-12.354140113352006,0.01715825,7.42295182536956E-5
555986132104147712,4,0.977835788081038,0.012122151,53.22618981384605,79.55578179539313,11.054288,-1.6615069144670587,0.014235848,1.650764777698653,0.015759999,4.332214640481433E-5
556009904747355648,5,4.995434536305656,0.01196319,52.996800305599194,79.7796984974687,11.944476,16.29208442391343,0.012712492,42.603231303369945,0.015675232,1.75082155037733E-4
555945033561329792,6,1.0557628341996128,0.009784529,53.80970598396668,79.5368629644807,12.272039,-2.8902670885396713,0.009716048,1.6228097083394089,0.011140595,3.638726914018845E-5
555988159328730112,7,1.0128957037285045,0.012824784,52.426775269648324,79.52525698170547,12.411784,13.866685762058498,0.012661073,-3.4037093919955375,0.014029691,5.453920734608186E-5
555936413562757888,8,0.6613357133659272,0.010132215,53.03964303540256,79.4028621954967,11.714395,-6.687337417955547,0.010708761,7.2671528505566805,0.013339442,3.9488790706382455E-5
555936894599084160,9,0.6145844037948107,0.010379931,53.33192147795944,79.44110982703909,11.745392,-4.004569227010913,0.010255572,1.1642830982641639,0.013491708,2.916686984166872E-5
555991457863586688,10,2.4667572905435264,0.010194962,52.6940987943627,79.65603501887965,12.372214,9.87232842618361,0.010181152,-21.82935716342576,0.012053033,1.1371661205656276E-4
555938092900054912,11,3.746353623467766,0.010095981,53.7062111732987,79.47691538678734,12.351244,4.932692093754092,0.0100048,-21.39404431387723,0.011352186,1.2645003536771712E-4
555936684144909184,13,1.8465972185636694,0.011819546,52.998708053665204,79.42473047956665,12.771803,-4.235107118951573,0.012108994,-4.062628361039397,0.013835855,5.4500597268538064E-5
555988051953767168,14,2.08165622292346,0.14545971,52.49848126814814,79.51558117217873,12.725331,10.910319078090694,0.14256893,2.259615271065411,0.16749506,4.5535719545209484E-5
