source_id,m72_oid,parallax,parallax_error,ra,dec,phot_g_mean_mag,pmra,pmra_error,pmdec,pmdec_error,ang_sep
6889506771217993600,2,0.45498646148725025,0.054204267,313.432075517767,-12.344508031650843,15.947748,-7.142174551670936,0.059439786,-6.22117568882748,0.03501205,2.766712540133884E-4
6889509524292791808,4,0.6950594160485027,0.04882987,313.337963799698,-12.346880478776825,15.521063,-23.915179586671425,0.047937766,-6.991877392808204,0.02950166,2.146912096340705E-4
6889507359629293312,8,0.1747368970797386,0.05655883,313.497239715874,-12.347338168789012,16.131243,-2.1399256813147747,0.05722448,-9.406815264977888,0.034700908,9.474132219253321E-5
6889509661731749888,9,0.11357001314389951,0.11555384,313.3820659692988,-12.35141528289515,17.42209,-4.280453272761786,0.118076175,-9.670725252150522,0.0763204,7.310475663193439E-5
6889510245847286144,11,0.8792360461421891,0.09659066,313.2777351862151,-12.354889804842356,15.981404,-0.06003471955126127,0.09802605,-4.572871193628767,0.067518726,2.195192319995993E-4
6889509386853830528,14,0.36860649921549926,0.10869603,313.32761547462786,-12.367977768810446,17.072506,5.1814001470760624,0.108857036,-3.366188085078919,0.07482926,9.777291180071013E-5
6889506534995557888,15,0.7402491192212736,0.02836027,313.4205448523011,-12.368648820868094,14.455603,-1.7905984318343866,0.028494777,0.27595263759605637,0.017256567,9.97372375703688E-5
6889486709426497536,17,0.201645832481677,0.18234552,313.27957429394866,-12.372268749141604,17.005444,3.3939555150427396,0.16931987,0.737117731481997,0.114950925,1.4193760094156628E-4
6889486705130748032,18,0.25923045451037147,0.14007573,313.27499715465706,-12.375440627315346,17.536245,-4.626965006856532,0.14097902,-5.787919272240482,0.09182286,1.354562103468511E-4
6889485953512253056,19,1.1998057986187443,0.045171577,313.28868551728993,-12.377815093448872,15.4716625,10.685490591850591,0.04607931,-7.5917904087223365,0.030103665,1.685354164087567E-4
6889507183534818688,20,0.22767837252546455,0.11549936,313.4984503672899,-12.37441185604583,17.539663,1.476020732981902,0.11998659,-5.025844383508171,0.07347555,9.043461434460754E-5
6889486640706755712,22,0.7286708564385549,0.05260195,313.2413468968459,-12.38043947534106,15.649686,-0.5266459348791498,0.05065473,-7.1387406638070585,0.03230551,2.2503361799128965E-4
6889485953512252288,23,0.15004726825982895,0.10984903,313.2898305065761,-12.379901516126045,17.085432,-6.558649885527237,0.10674005,-8.285347214714655,0.06921625,1.4582325982507828E-4
6889486675066492288,24,0.9230063608698623,0.051117327,313.26456898840826,-12.380970357349034,15.782206,0.2601098541943339,0.05106012,-3.362038542462177,0.033757944,1.4576328175995327E-4
6889506431916339328,25,0.36557314223970083,0.06131205,313.414811169548,-12.378685552616389,16.292418,6.155726377313628,0.06254596,-6.717230457188002,0.03785789,7.34328170239841E-5
6889506461980308352,26,1.3626344027951114,0.05142358,313.4360825523677,-12.378504025195335,15.711533,-14.18394049093593,0.052142024,-43.292032792460226,0.03197102,2.7883615402464197E-4
6889509215055136256,28,1.3503490641935911,0.049572736,313.3538400713534,-12.385162890266242,15.662614,-1.7362634095442533,0.048228018,0.41494552006175534,0.029953592,4.121831775546964E-5
6889506363198598656,29,0.386018988690929,0.044198617,313.42705830725635,-12.385343879402765,15.595677,-8.246739848176299,0.044825677,0.7830702724760265,0.028843075,7.885147597001223E-5
6889506358901080320,30,0.25727332017470367,0.12325677,313.41997397317044,-12.386229564423427,17.533152,6.220714981936638,0.12852448,-9.546702522045528,0.074315846,8.987377761047514E-5
6889506363196861824,31,0.2998631071503743,0.05042561,313.4302414486349,-12.38643715802183,15.869912,5.02411156997555,0.050960768,-14.238736426746273,0.03230218,1.1777447152608395E-4
6889485884792504448,32,1.9705885218375347,0.044404496,313.2998138353572,-12.389333917260856,15.245723,-16.287516467700883,0.04261438,-12.232703564863396,0.026922937,1.6427800139331815E-4
6889485884792503936,33,0.3536676606851642,0.090877436,313.30218478739823,-12.391516728565392,16.950928,-2.9963380296649404,0.090497695,-7.68740719216634,0.058163892,1.0502009569231461E-4
6889485884792504064,34,0.46273983065770613,0.06686134,313.3006039071101,-12.392001983058309,15.791658,-9.61885650405437,0.06638927,-10.47636238600898,0.043068364,1.2290863216775835E-4
6889485850432767616,35,1.912650128416434,0.047363404,313.28331376706996,-12.394731338848677,15.343096,-6.413718112232421,0.047527693,-25.65467235447091,0.031463012,1.919530872122037E-4
6889505710361833728,36,0.3121008680360426,0.080982774,313.450041101259,-12.392102858402136,16.847525,-5.939813512441443,0.08387184,-2.71565089461726,0.051406,7.283028192627333E-5
6889506324544683264,37,0.32459496004414257,0.05682291,313.41249824536726,-12.393072326012994,16.06256,-2.07680291184647,0.05866205,-5.3464854607213,0.034263577,7.394307829943789E-5
6889485816073031936,38,0.5631283337878186,0.025058227,313.2618997098791,-12.396587259518693,13.8968115,1.8668279148446019,0.024949545,-9.412560588533756,0.018153168,1.6917505253219046E-4
6889506019599472128,39,0.5887749085830304,0.05963038,313.4037708421328,-12.394205004188676,16.22488,13.190308522627669,0.060593452,1.3500416023135946,0.036894854,5.306599024607602E-5
6889506328837119488,40,0.2794459066534315,0.1214008,313.42219400459345,-12.395052266209365,17.572798,-10.125091831927463,0.123877265,-4.373997419328288,0.07537283,1.012229086996732E-4
6889506088318936448,41,0.24145986958209154,0.055670682,313.3562726185298,-12.406988463489688,16.121822,-2.9768001067851917,0.05725477,-8.362716029319603,0.034976292,7.000003969927076E-5
6889506122678672896,42,2.0252208254947837,0.03586793,313.34260739252954,-12.407566403173272,14.531683,8.631295288430403,0.03396134,-4.028151128115826,0.02037029,6.599204079425381E-5
6889505572922873472,43,0.14660269089944966,0.09701346,313.4326452685759,-12.406066663664149,17.121386,-3.6200188919100063,0.1001643,-2.5284470494078626,0.058352746,5.8819337593964204E-5
6889505538563137280,44,0.9361246337820086,0.03582874,313.4516037205604,-12.406708999952281,15.000855,-2.5002116550468845,0.03615117,-4.105160536642901,0.020591028,5.4025052828301573E-5
6889485609914594944,45,0.931152060625428,0.02812117,313.31501869147786,-12.409519472975612,14.364821,17.33288210502346,0.02748176,-37.29058811690929,0.017582856,2.5828433732582375E-4
