source_id,pyxis_oid,parallax,parallax_error,ra,dec,phot_g_mean_mag,pmra,pmra_error,pmdec,pmdec_error,ang_sep
5623059733271494784,648,0.717635557790603,0.024968224,137.0758083388566,-37.29109739428406,15.552809,-4.074721808558795,0.024900233,2.345380140101616,0.026582493,2.6284491870131394E-5
5623105908461491712,649,0.5610726719051166,0.3075112,136.90383061213822,-37.29133571840115,19.5159,-4.8102886061679735,0.28573662,7.468240617180961,0.3144588,3.758515038770722E-5
5623059011712835584,650,-0.6061151267526431,0.64761245,137.1117920111234,-37.29080058597033,20.550497,-1.4931108509485314,0.57128763,0.40711315512295393,0.7810874,1.175073783855202E-5
5623059076141447296,651,0.7911979484024079,0.44614872,137.10423756915344,-37.29060021282635,20.204836,-2.27738797619576,0.40732938,1.8043031941323662,0.4736513,1.1660898617400752E-5
5623105912761264512,652,0.25379421276253383,0.03322131,136.8962183747214,-37.29100697596518,15.971638,-4.953802442670627,0.030023227,1.967022608860289,0.0364472,1.890652804271823E-5
5623059041778364160,653,0.3443175819338482,0.08834818,137.114200513456,-37.29037046061139,17.928755,-5.027939459983799,0.087983005,3.75429056013873,0.10193089,2.8781985289676685E-5
5623105259921139712,654,0.0629800336723594,0.66241264,136.91704224714613,-37.29070272760332,20.416233,-2.464856495766048,0.50434023,4.693882902043467,0.64421487,1.2523866890274141E-5
5623105358705682432,655,0.2417857708358762,0.09847885,136.99407410876722,-37.29055919118997,18.03097,-3.253056570085315,0.091794685,1.9689647891693651,0.11307945,2.8928051774349478E-5
5623059767631589760,656,0.7476382713060284,0.045135316,137.0489628970999,-37.29034201663261,16.624893,-13.758884546546648,0.044608563,8.905762806697833,0.05263497,9.627842353173566E-5
5623105152547249792,657,0.441943251147583,0.24015118,136.91243242900035,-37.290660310650175,19.21893,-6.083661960790941,0.2149512,3.7169680212312133,0.24716257,3.753299414633106E-5
5623105191201633408,658,0.452145995073216,0.33757326,136.92966097144046,-37.2906297096178,19.819355,-1.8450163073251478,0.30568683,0.42460697250584706,0.35757285,1.6697541662841245E-5
5623058496316940928,659,0.40331012255323384,0.58373475,137.0353778522072,-37.29017566138182,20.414309,-4.686497768276954,0.6124678,-0.08268484140299834,0.65855515,2.014021099876012E-5
5623105019408051200,660,0.16567679390799686,0.12571916,136.95916659878586,-37.29032725888959,18.509892,-2.0550384514085898,0.120411076,6.9404017309864905,0.14894979,2.6602211970389775E-5
5623105363005429888,661,0.6142003176136175,0.05179923,136.98743266730858,-37.29018389835781,16.884655,-7.46383883346275,0.047806192,1.3576953549150836,0.060263168,4.913727400389513E-5
5623105363000188288,662,0.05257333025002116,0.22671732,136.98608165672752,-37.29007874758364,19.271471,-3.29042012404149,0.2139969,2.345631648288778,0.26430246,2.3383975604959544E-5
5623058835619939456,663,0.6883959493819016,0.056848653,137.13385123216173,-37.28954411443584,17.123852,-2.8950976377860824,0.056599557,12.264510693629802,0.06843879,7.06962623815728E-5
5623100067305972736,664,-0.0298440158022669,0.20770997,136.86590785930687,-37.290233438001216,19.044333,-2.7823697399140945,0.1883788,4.364547931453722,0.21249525,3.643153584049897E-5
5623105908461496704,665,0.3865077443998543,0.13829623,136.9056128767336,-37.290179278176375,18.476498,-3.49675094213303,0.12969904,3.8883662204587663,0.14059377,2.4167065028658162E-5
5623105225561333248,666,1.0201018620941487,0.49439287,136.94598025210226,-37.290040853386,20.261633,1.845673418879368,0.43768492,-1.2784618991566137,0.51922005,2.9824124331956512E-5
5623059041778366208,667,0.06656629400308181,0.2195053,137.12335448463006,-37.28941289250539,19.320642,-4.206004517792539,0.21043468,12.997611083210543,0.22969718,5.7072155850726325E-5
5623105397359968256,668,-0.11322538801968372,0.5658553,136.96583135929603,-37.28968164193202,20.097086,-1.6724485511481384,0.5106336,2.387084267438329,0.58403295,3.884868343390533E-5
5623058977357242496,669,-0.5119850749861881,0.32481593,137.08504947322584,-37.289259746125715,18.183239,-5.4199706609501535,0.3285944,3.9810939098981626,0.3387822,3.0544002438643394E-5
5623058839918264960,670,0.17685804251034698,0.06579825,137.13276752794675,-37.2889840918901,17.423939,-3.9116262306995835,0.06593858,3.2428292348656074,0.08272135,2.207354009957211E-5
5623105225566486144,671,0.3041254766373271,0.07580777,136.93817824413796,-37.28951205966706,17.552465,-3.742588981639171,0.072666064,3.5497261874994646,0.09216849,2.2918379183636956E-5
5623105908461498368,672,0.6123061593745353,0.21825063,136.8990424671194,-37.28935119434392,19.117805,-3.9827768327288036,0.20241173,5.754645655316122,0.23912713,2.893910299643787E-5
5623105393065424896,673,0.13595504678730502,0.35084558,136.96577380190433,-37.289206529864906,19.838728,-1.8808321065246112,0.3071159,2.064284325262503,0.3729859,1.4087029555051187E-5
5623100312123924224,674,0.03548850878922068,0.06550772,136.8404182116807,-37.28923759508446,17.298399,-4.334012331675063,0.059283838,4.001906731001533,0.07442407,4.618978855680318E-5
5623058285864124288,675,0.12877575823109572,0.20936674,137.04371397237594,-37.28887776540478,19.166552,-3.0646879946684864,0.20039627,1.400510523752986,0.21870208,2.1612350747621203E-5
5623059694613398912,676,0.860846656721819,0.23041779,137.06489090258407,-37.28871039308428,19.351204,-5.100006662121597,0.2206073,4.403178722036305,0.24787714,3.099904708927079E-5
5623058526382294528,677,0.6009327975562501,0.09547586,137.0026578995588,-37.28887485056731,18.06579,-4.065155210023139,0.09173357,0.693135215430892,0.112975895,3.265091036319305E-5
5623105912761263744,678,0.4813293583431142,0.06868014,136.89539076911436,-37.28903455632406,17.325972,-5.553601301358773,0.065963164,4.219308602805931,0.07994173,3.1098696236036176E-5
