g,ra,dec
11.53401508,58.61468140391359,-49.509806337721876
11.38809396,58.587408905909335,-49.54307448224238
12.27605196,58.70622947269607,-49.69846199012228
12.48590304,58.72216054324934,-49.60774380498494
12.802106400000001,58.94025982970045,-49.70203623407503
12.81063792,58.85098950076673,-49.54649876570087
12.866838479999998,58.722204356511334,-49.607906427860335
13.122587719999999,58.80595894443812,-49.63368609005359
13.15931236,58.80907272633877,-49.510540136675104
101.04209644,58.72241466090537,-49.60779535937896
12.92770748,58.645810722609596,-49.505279344295666
13.773792,58.58759661827912,-49.542940335852144
16.03520572,58.9373043568808,-49.516479600835325
24.388463719999997,58.93863880789341,-49.592655738922815
13.404411000000001,58.87478778169981,-49.66446248561934
16.52818024,58.93877926363352,-49.599627371585385
14.819297480000001,58.58750443510243,-49.54252475676223
16.43920964,58.93856763780764,-49.5880286936987
25.23743624,58.927024991228286,-49.57950733267907
101.02668944,58.94064713488082,-49.65074982191426
23.50853708,58.943055949189485,-49.73677913303653
23.72153608,58.943017587127294,-49.735589948538355
13.7510884,58.85258817638433,-49.50269135564881
25.10992808,58.93800347307306,-49.552950680556755
14.67530956,58.9373154547392,-49.513383404747415
17.040717280000003,58.93732328184784,-49.51998352881987
23.75707552,58.93864219094149,-49.59523580510874
23.94624328,58.939184901701566,-49.61478390483606
23.79980072,58.93859085636301,-49.589862976592805
15.89409184,58.94309771885255,-49.73954208241011
16.27030636,58.938494545975004,-49.58665078654515
14.869717439999999,58.937307228734255,-49.51539448959259
24.604161360000003,58.93747855396551,-49.52555525920856
23.13646436,58.937704091032245,-49.538092648974974
23.364295040000002,58.9379834302531,-49.5524444863619
24.77591516,58.93777831728981,-49.541306946780054
15.84213772,58.94312341412721,-49.74012072941953
24.41935888,58.937783570937,-49.54183850246665
16.337588760000003,58.937699938167384,-49.53700191445349
16.61106516,58.93859950839004,-49.59030968188249
16.28047252,58.93716382462241,-49.51205460623125
16.254330319999998,58.93779108016707,-49.54295930357594
15.83192472,58.943049853446844,-49.736199115973804
15.804769239999999,58.94307649644013,-49.73736301892175
24.81523488,58.93859045690288,-49.58939953397143
16.111282359999997,58.93741663843185,-49.52144477609902
23.54595756,58.937718075458186,-49.537545210115205
15.790109039999999,58.942979354849136,-49.73215554201576
23.920571,58.926331867636506,-49.54186805406856
22.48628352,58.93776356551766,-49.54074608325965
16.39814128,58.9373507340322,-49.519439491057085
23.83198872,58.942983689841,-49.732713216330914
16.32133284,58.9380159693816,-49.55344278959384
23.95049024,58.93875475023766,-49.5970727337478
17.663747360000002,58.93865678049831,-49.587579504627925
16.28167764,58.93772845143949,-49.539170649233206
23.25536276,58.943130976900136,-49.740709193191776
16.475324360000002,58.93816524166512,-49.560244798265266
16.16825836,58.937702447239595,-49.53861543951502
22.2645254,58.943084367180155,-49.73796731098006
23.054076119999998,58.93793444093931,-49.54871723377369
15.83261168,58.94299951879974,-49.73327526782413
23.61267964,58.93721290605173,-49.510115942968575
16.07239912,58.937609527668734,-49.53497313702748
13.84341452,58.75666890156855,-49.57922700411248
16.25364596,58.937671704173404,-49.53648528449326
24.22938924,58.93917661227216,-49.61704805207144
16.12391568,58.937101540253224,-49.51157559319928
16.74129848,58.93860649093502,-49.5889482744176
16.88706492,58.93874757818327,-49.59566321819447
23.86304912,58.937094055042735,-49.51109142498805
16.21709052,58.9382573977992,-49.566961465444955
25.0688678,58.937617929463904,-49.53446370062627
16.2133388,58.937868947023695,-49.54350948547475
22.739906960000003,58.93712060430007,-49.51061603535
16.3434682,58.93793657319037,-49.54921184702709
22.82608612,58.938245896785006,-49.567531602583585
24.182920239999998,58.93764628853141,-49.53548776452685
16.145841240000003,58.93798556187993,-49.553931016722494
22.5461564,58.93827530460205,-49.564507517616754
23.641136439999997,58.937389918182454,-49.52373203580932
16.38526924,58.937455011909215,-49.5241920552448
16.60383284,58.93860363310214,-49.58712578836277
16.33311264,58.93803249479045,-49.554412325254546
16.42932508,58.938351560577345,-49.572364756108755
24.394168559999997,58.93922257653132,-49.61864007761281
24.43950428,58.93789424114738,-49.54822644368991
16.11934552,58.93794915172269,-49.5506133353752
23.97643596,58.93834290656857,-49.57156167466474
15.88808272,58.943020948927135,-49.73432537509373
15.944877839999998,58.943009114878656,-49.733814892828434
24.41179176,58.93856080789687,-49.588494747675455
14.921829319999999,58.93820654042403,-49.56101146948982
23.35142332,58.93736108814091,-49.521892611429095
16.14881188,58.937689229663086,-49.539703425210966
16.40266488,58.938897881704655,-49.60065009270927
16.509268359999997,58.9388368153635,-49.60014436704715
