g,ra,dec
16.16990496,137.1165293475655,-37.34823323095689
16.7130394,136.908049014369,-37.34872213987592
19.88848744,136.9838509797562,-37.34848420826248
18.9389066,137.09183674056973,-37.348162673237766
19.637520600000002,136.97258733933174,-37.348457187716626
21.101335040000002,136.98743050464537,-37.3484196814144
20.235329720000003,136.89666987988076,-37.348564384664655
18.02564056,137.0035450592235,-37.34807569963703
15.98013792,136.95943670993478,-37.34799278660841
20.846623960000002,137.11695405372745,-37.34744093048892
18.81760968,137.06899129837598,-37.347582726654224
20.5773964,136.98187511428287,-37.34775169621581
15.38923964,137.1209961435094,-37.347345414376626
19.67678376,137.11085310146967,-37.347343076245366
20.49041652,137.0902768097523,-37.34736911709675
21.59987344,137.0883919011436,-37.34729540549909
18.18319632,137.13379675580356,-37.34698639411909
18.39998532,137.12778953572018,-37.34681778368092
19.88743908,136.90319355673657,-37.34739343199331
18.25761264,136.99409112884481,-37.347126810567914
16.46610056,136.9155084235654,-37.34728226415736
19.27921128,137.12070532801707,-37.346450578080756
18.1443416,136.8325941029502,-37.34707967623407
16.984459,137.13444984022266,-37.346349690333916
15.81986816,136.97272315017685,-37.3467270686241
17.41316624,136.98309079082696,-37.34660450459038
15.901359639999999,136.88766502018768,-37.34673331728
20.429426239999998,137.09911227728,-37.346104675984996
19.196003519999998,136.9693967919856,-37.346414692105796
16.187932319999998,137.12803900064935,-37.34591320460529
19.63535424,136.9237461133937,-37.34645518029935
18.701507399999997,136.90797619676934,-37.34641789782723
17.980430000000002,136.87096869770193,-37.34645882728011
18.706824880000003,136.83128960572847,-37.346293697009614
19.90937364,136.93341009648321,-37.346105623017706
16.46188264,136.9507304459058,-37.34606448781624
15.024117400000002,137.06409443731448,-37.34575165116738
17.0803644,137.117817738058,-37.345509610025886
15.985414880000002,137.1004830064901,-37.34556161891696
20.53966608,137.10921592213361,-37.34545203401483
18.219627199999998,137.05459055200765,-37.34527062940871
18.2379328,136.95795361008405,-37.3453998517411
18.1630124,137.08991720413178,-37.34494518377759
18.130414520000002,137.13361979729734,-37.3446670609272
18.06064112,136.934041096858,-37.34517898436989
19.28164432,136.8302177332448,-37.34509857595175
20.37422084,136.92267505173078,-37.344854412211944
19.56984448,137.13958093538795,-37.3440898917628
18.269433239999998,136.89154968821816,-37.344724273728666
14.847379839999999,137.00092872841063,-37.344498308767456
15.5056846,137.01914734843785,-37.344326933835305
19.22501964,137.12206715399142,-37.343936298264744
18.74081796,136.90005133542462,-37.34439202002711
20.77616928,137.07379903260085,-37.343928611902086
18.98198648,136.87625268303293,-37.344200060024306
15.68411832,137.05296960209915,-37.34380348950876
16.07186732,136.95118389128248,-37.343645493744425
18.33416668,136.83495443642786,-37.343789638515844
20.35684876,136.90944741842955,-37.34366229214522
