g,ra,dec
18.50758524,264.46691558870174,-3.2480848829277584
18.89491616,264.4659790380127,-3.2572393944625437
20.14203604,264.46564467332394,-3.2327065301938815
18.857862320000002,264.465622174306,-3.235671741800342
19.025414519999998,264.4656454231359,-3.245821456885485
18.83406276,264.4656098118507,-3.247609873659698
17.99302304,264.4654246520958,-3.2466485002324674
19.118150359999998,264.4651029145656,-3.255517917031609
19.2899456,264.464850156907,-3.253536981754191
18.15668664,264.4647896640425,-3.256266828424057
19.201572119999998,264.4647188527385,-3.2600041280219414
16.70581096,264.4646169681007,-3.2345888136451686
17.2137142,264.4646283003304,-3.244750584735642
19.0761146,264.4645953619038,-3.240078927987385
19.61361432,264.46448369537774,-3.260405759752315
18.77798396,264.46437026673493,-3.2368090164508856
18.04790044,264.4643579070741,-3.2554710955699426
19.55517732,264.4641501395868,-3.2654768767000917
18.5062558,264.46362741028844,-3.2253413338987382
18.93996796,264.46356719918253,-3.231218861449586
18.94386804,264.4628890031274,-3.2234512074283233
19.156722799999997,264.46286281243647,-3.26571063175263
19.14882608,264.4625507567005,-3.2334414303501395
19.3387748,264.46199726970184,-3.2298999698952664
18.99332144,264.461908434124,-3.2559258732548932
16.086118759999998,264.4613921278666,-3.22610009573743
18.73850036,264.4608287879518,-3.2175723628670623
18.44975428,264.46089907642914,-3.265891625547377
18.895762599999998,264.4607789436977,-3.2373317731838576
19.17631168,264.46027498855904,-3.2616785978551395
18.6646964,264.4595842042492,-3.2186874442161537
18.514185480000002,264.45949815382903,-3.2696370051863757
18.24134652,264.4593117732239,-3.2623326750161326
19.1540064,264.4590636525772,-3.2472539585234164
18.45209088,264.4588875413358,-3.254695207746927
19.80159244,264.45881850114984,-3.274297985831041
19.382285520000003,264.45851175180104,-3.25040734489473
19.41782076,264.4582749308899,-3.2382078575201048
15.91225684,264.4579645738865,-3.2214125691538524
18.75621736,264.4578269901358,-3.223380603285329
18.42607372,264.4578161362027,-3.271015741263851
19.37316492,264.4576565636531,-3.2609738393332184
19.003993,264.4575148158887,-3.2270704904597354
18.54806792,264.457439957051,-3.2339371034590605
17.405903600000002,264.45735956811785,-3.2462260589693077
19.03209636,264.45675189748187,-3.247758021108736
18.24212064,264.4565148939808,-3.26894748038599
99.9999,264.4564535832279,-3.246827741885136
18.539982639999998,264.45629452818025,-3.227710265347115
19.05254684,264.45635858880735,-3.2798121700183676
14.00623584,264.45627407300526,-3.258507372099059
