g,ra,dec
19.117363920000003,254.8081167989965,-0.3495607842146009
16.82434744,254.98015814479922,-0.34547729572637115
19.290045879999997,254.8080901778345,-0.3504365617535753
19.30551612,254.86107138330024,-0.34921943475794814
18.9853088,255.0784185655925,-0.34441480972107974
19.4339378,255.09531549803754,-0.3448072365777983
19.09809952,254.7916009412676,-0.35252522635710387
19.36817116,255.0951950894617,-0.3452663782145977
17.4577034,254.83683578721553,-0.3515640480252113
17.5306266,254.88878542447665,-0.3504999571661165
19.03329356,255.0143857355632,-0.3485785578400258
19.318996,254.86891149804012,-0.3534597641059712
19.32126616,254.87714137454515,-0.35409005150595646
18.84218876,255.0438459798138,-0.35030916982095645
20.37524392,254.93714972570305,-0.3542429800335973
18.24135124,254.9557434154332,-0.3543896069236051
18.65188492,254.9223463691464,-0.3554188859638632
19.73949472,254.80167350010623,-0.35844507131335024
18.781392,255.08038650457573,-0.35187537479376296
19.45564468,254.94001697197362,-0.35563538731670574
17.72257484,254.92556693198495,-0.3562336444920027
20.11651788,255.13234092949028,-0.35155027785623066
19.969248920000002,254.9390490842137,-0.35669068051147457
18.95645456,254.865315725005,-0.35881829017690875
19.56510648,254.98163301604524,-0.35651755086800946
20.76590728,255.09474763095653,-0.3539872654288555
18.8437172,254.9746422209685,-0.3570882025851709
17.61954528,254.93011281408653,-0.35879500871967074
18.39786656,255.0858216248913,-0.3550503200974524
20.15761956,255.00065896484966,-0.3579218228977163
17.79446536,254.80300007294053,-0.36366445259805774
18.76534916,255.0607869628823,-0.35813971311644316
20.05435612,254.89227050651462,-0.36390279577866447
19.35349796,255.00136614345493,-0.3618924057758627
19.25535136,255.02889473736448,-0.36130298122302695
19.98408784,254.86368523982318,-0.36549969845673685
18.147085880000002,255.01270797935462,-0.3621681197924849
14.82549796,255.1281859292368,-0.3601297747980849
19.718880640000002,254.94552146624366,-0.3645731615579434
18.787114000000003,255.09380188244123,-0.36110026000292794
20.1825142,255.01054624648245,-0.36326943352624486
14.82950524,255.12801974351555,-0.36057874261968026
18.08419568,254.95471652589865,-0.36562469666730635
19.297926080000003,255.13023876092615,-0.3618678542194969
19.752511759999997,254.87370303651042,-0.3681611117113167
20.189903039999997,255.0832514988983,-0.36315537930037384
19.17919576,255.08519017933156,-0.36336977891145356
19.22155424,255.13006810608226,-0.36231406153472046
20.09395872,255.05701298341987,-0.3641570417787145
19.64985516,255.00937379366863,-0.36535882496811894
20.07842784,254.96865666956685,-0.3667228610825759
19.36829672,254.88336358862017,-0.3692528794776502
19.08680744,254.87180298761012,-0.37047836219297764
17.26557952,254.9199281212512,-0.3702043541230848
20.02984896,254.8537213261661,-0.37190910755596224
18.61987364,254.78841585773202,-0.3736307151983882
18.17518832,254.9925569607738,-0.368788505583209
16.57482696,255.12310041453725,-0.3657747919693485
16.56319976,255.1229427519503,-0.36619639075205673
19.917911519999997,254.82727214088104,-0.37342173097815407
20.09724464,255.1412993681504,-0.36602951539649825
20.696383639999997,254.80648816091167,-0.3747465409062527
19.9878346,254.81725066852374,-0.3746140089901776
19.89800212,254.8652003691839,-0.3736121219074052
19.94512984,254.95399213758088,-0.3715021620964004
18.51171184,254.97012814073273,-0.37118218944366804
19.694344,254.92782862703535,-0.37294751439088486
19.48461056,254.93917441918342,-0.3728462012341347
19.4850026,255.05659035960198,-0.37002297037207504
19.33411696,254.82479177692076,-0.37570924121834454
18.59300676,254.87935601805773,-0.3753111925806326
17.80046072,254.91496771227438,-0.3744875281052003
19.812034999999998,255.0494338530985,-0.3712769667249287
18.68368524,255.15040859957708,-0.3689399310459386
18.62188928,255.1502252848212,-0.36940863641712035
19.67880012,254.98931648422328,-0.3733624200118977
19.02494228,254.9189949133005,-0.3751323639442957
18.32672096,254.81909734474672,-0.37831249194687044
18.453170640000003,254.82573963236766,-0.37834397860623914
17.77786904,255.1459364766588,-0.37084495554867325
18.33862644,255.06408376670643,-0.3728395947880158
19.37872644,254.86683696650317,-0.37784384193281534
17.72708368,255.05233783695823,-0.37346343423658457
20.56218556,254.96090941971096,-0.3758807561076981
18.74503524,254.85010046893325,-0.37866999010407837
20.13338808,255.1032201414148,-0.3729657590194731
19.00236328,255.00521012765006,-0.3755765085162247
18.00188716,254.81589969040704,-0.3807212682084209
19.42573288,254.89975474949048,-0.37874960938258295
19.48864344,254.8820328316574,-0.37965692706135873
19.97575484,255.08261890601415,-0.3748396033711104
18.97241536,254.97711297269691,-0.37755080881309294
17.40174364,254.86380083196087,-0.38039735246686773
17.82450632,255.06970008890391,-0.375512617321492
18.930791879999997,255.14829179228843,-0.3739253954710471
17.69716636,254.88123525671645,-0.38052272566659323
18.867363840000003,255.14810046677908,-0.3743872176973779
18.7105794,255.11802396086378,-0.37535951729565703
18.296035760000002,254.97815414879315,-0.3790022683357362
11.647425440000001,254.874212529826,-0.38252107190210716
20.02714408,254.92464138238523,-0.381745071419251
19.099340039999998,254.88360857591718,-0.38297960117036833
18.633042239999998,254.77616123785316,-0.3855983021223592
20.431839319999998,254.79549197007725,-0.38547758201142496
18.61218432,254.8595778585668,-0.38423641109892515
17.45372344,254.84808383394417,-0.3847140327933776
19.09505404,254.9205522054043,-0.38321240465442513
19.50798736,254.9780692110159,-0.38204369225571505
17.34149692,254.9820175149046,-0.3820482626353031
16.52406956,254.90671766397793,-0.38394661225104126
19.0055068,254.89693771928202,-0.384218958856637
14.807980559999999,254.87596879301265,-0.3848915405915033
20.509507680000002,255.08058529854407,-0.3802004553063743
20.01689004,254.9100559713444,-0.3849465582377367
19.29624472,254.99178991239538,-0.3833160565283688
19.50840484,254.80506366610243,-0.38808964526897033
18.75778516,254.8919181413897,-0.3863435451760418
14.65576948,254.9594790154252,-0.38472099478982846
19.640278,254.8885956532512,-0.386654289991797
17.041681439999998,254.8962926397105,-0.3864864443220656
19.74259464,255.10555891158742,-0.3818089341740228
19.186292480000002,254.81804630256013,-0.38950834935529
17.84935352,254.77860758206037,-0.3906765311733023
18.66300252,254.94747045433343,-0.38798681928298534
18.3109148,255.0321331943679,-0.3863904250352398
17.97090352,255.00586915677323,-0.38718922932879046
