g,ra,dec
10.63747804,80.9264560949162,-24.4398556503889
10.86121844,80.9262365846822,-24.4684052904749
11.49897884,81.1536200986248,-24.4968819065884
11.7501182,80.9252510314649,-24.6184643074526
11.901132239999999,80.9229846175941,-24.6390091284706
11.968965679999998,80.9262606072351,-24.4701118121885
11.97063792,80.9251390621733,-24.6355528581349
12.04003968,80.9265419864193,-24.4334506174537
12.113987040000001,80.9263684394893,-24.4517686106835
12.1999652,81.0431688365806,-24.4890812282219
12.213387,80.9263913041776,-24.4539141099518
12.43856184,80.9260556281206,-24.5010282074741
12.452473600000001,81.0481298881976,-24.5273244489822
12.81461824,81.1557217943991,-24.5847182334914
12.911287280000002,80.9433331397495,-24.5416715442336
13.059312480000001,81.0380445155091,-24.5711443621266
13.20979584,80.9558703634697,-24.5447047334395
13.21723524,81.0770266439979,-24.528722898319
13.2258222,81.0375382369006,-24.5209862392448
13.23006712,81.0400497120024,-24.5073866776243
13.28217864,80.9472000497407,-24.5104423551788
13.291338600000001,80.9963680484003,-24.4444349315848
13.31677756,81.0354858386821,-24.5309895058067
13.32025756,81.0697873430946,-24.5429014787003
13.3749114,81.0398933382301,-24.4976048645745
13.399264160000001,81.0171615454286,-24.5018503192091
13.40940584,81.0510816898397,-24.5237116046792
13.4115356,81.0459709077671,-24.5249287419733
13.43338684,81.0462638626605,-24.5051340880749
13.44349592,81.0449892940815,-24.5296174925197
