# #,RA,Dec,(B-V)0,Mu,Mb,Mv,u,B,V,I,BlueFlag,E(B-V)=0.01, m-M = 17.42,BlueFlag Note: if (V-I)0 > 0.331 + 1.444 * (B-V)0 then BlueFlag = 0
497,251.752770,47.536186,-0.32,2.23,1.35,1.67,19.7018,18.8310,19.1281,18.8651,0
928,251.766725,47.524967,-0.35,2.11,1.53,1.88,19.5816,19.0065,19.3368,18.8171,0
1044,251.753190,47.521492,-0.27,1.79,1.08,1.35,19.2687,18.5563,18.8073,18.5880,0
1154,251.745936,47.516994,-0.23,1.90,0.79,1.01,19.3787,18.2612,18.4697,18.4891,1
