# SiegelIndex,RA,Dec,(B-V)0,Mu,Mb,Mv,u,B,V,I,E(B-V)=0.47, m-M = 14.16
4970,255.331967,-30.075580,-0.26,0.13,0.58,0.84,16.7537,16.7449,16.5482,16.2670
11043,255.298660,-30.067162,-1.25,83.37,1.89,3.14,99.9999,18.1593,18.8901,17.9530
13231,255.288258,-30.017824,-0.47,2.80,3.16,3.63,19.4237,19.3486,19.3479,99.9999
13680,255.285291,-30.071387,-0.23,0.29,0.25,0.48,16.9093,16.4165,16.1889,15.8098
15571,255.272862,-30.068310,-0.10,0.71,0.16,0.27,17.3272,16.3160,15.9744,15.5379
16887,255.260098,-30.048475,-0.45,2.60,2.95,3.41,19.2182,19.1424,19.1263,18.0201
17316,255.254166,-30.112736,-0.24,-0.71,-0.45,-0.21,15.9105,15.7176,15.5045,15.2279
17529,255.251242,-30.113440,-1.41,83.37,2.63,4.04,99.9999,18.9210,19.7997,18.4761
17583,255.250852,-30.080043,-0.30,83.38,0.32,0.62,99.9999,16.4904,16.3363,99.9999
20159,255.183873,-30.108495,-0.29,1.05,1.17,1.46,17.6704,17.3440,17.1726,16.8655
