# #,RA,Dec,(B-V)0,Mu,Mb,Mv,u,B,V,I,BlueFlag,E(B-V)=0.32, m-M = 14.10,BlueFlag Note: if (V-I)0 > 0.331 + 1.444 * (B-V)0 then BlueFlag = 0
5956,194.882793,-70.882973,-0.15,1.13,0.33,0.48,16.9026,15.7967,15.6347,15.3628,1
7053,194.857454,-70.885545,-0.24,1.16,0.16,0.40,16.9338,15.6363,15.5595,14.7486,0
7083,194.856763,-70.884893,-0.59,84.23,0.70,1.28,99.9999,16.2001,16.4516,15.6462,0
8719,194.802988,-70.853997,-0.44,84.23,3.75,4.19,99.9999,19.2397,19.3485,18.4381,0
