# SiegelIndex,RA,Dec,(B-V)0,Mu,Mb,Mv,u,B,V,I,E(B-V)=0.40, m-M = 13.70
284,276.140773,-24.876348,-0.06,0.21,0.10,0.16,15.9971,15.4974,15.1806,14.7361
4615,276.114639,-24.862781,-0.41,2.93,2.52,2.93,18.7284,17.9507,17.9615,17.8379
