# SiegelIndex,RA,Dec,(B-V)0,Mu,Mb,Mv,u,B,V,I,E(B-V)=0.05, m-M = 17.01
491,217.409119,-5.977904,-0.06,1.58,0.03,0.09,18.8505,17.2579,17.2634,16.9012
493,217.409065,-5.982593,-0.11,1.34,0.38,0.49,18.6076,17.6094,17.6653,16.9033
790,217.402807,-5.970118,-0.28,1.59,0.27,0.55,18.8575,17.5030,17.7286,17.6662
891,217.400327,-5.972239,-0.12,1.38,0.39,0.51,18.6484,17.6152,17.6792,17.5146
