# SiegelIndex,RA,Dec,(B-V)0,Mu,Mb,Mv,u,B,V,I,E(B-V)=0.60, m-M = 14.84
871,264.489002,-3.221842,-0.60,82.02,2.69,3.30,99.9999,20.1234,20.1268,18.6533
1910,264.434941,-3.308130,-0.45,2.50,2.87,3.32,20.4794,20.2818,20.1423,19.8619
1961,264.433449,-3.269727,-0.31,1.26,1.55,1.86,19.2358,18.9482,18.6796,18.2150
2091,264.430523,-3.246300,-0.38,2.39,2.35,2.73,20.3645,19.7580,19.5519,19.0975
2425,264.425471,-3.259411,-0.06,0.18,-0.65,-0.60,18.1571,16.7135,16.2121,15.5045
2874,264.419726,-3.251739,-0.15,0.34,0.09,0.24,18.3195,17.4685,17.0554,16.3487
2884,264.419492,-3.215704,-0.74,82.02,2.38,3.12,99.9999,19.8303,19.9598,18.6979
2918,264.419231,-3.249392,-0.50,1.91,0.92,1.42,19.8915,18.3354,18.2435,15.7431
3030,264.418186,-3.257251,-0.06,-0.17,-0.71,-0.65,17.8083,16.6588,16.1585,15.4123
3047,264.418057,-3.265541,-0.23,1.62,0.94,1.17,19.5926,18.3297,17.9890,16.8375
3845,264.411043,-3.242611,-0.47,1.12,0.16,0.63,19.1030,17.5741,17.4521,99.9999
4668,264.405146,-3.277071,-0.48,82.02,2.95,3.43,99.9999,20.3650,20.2576,18.7428
4745,264.404581,-3.257075,-0.53,1.38,1.04,1.57,19.3642,18.4610,18.3968,99.9999
5181,264.401741,-3.240016,-0.36,82.02,0.93,1.29,99.9999,18.3298,18.1087,17.7259
5208,264.401598,-3.240016,-0.24,1.52,0.92,1.16,19.4923,18.3069,17.9756,16.6208
5708,264.398544,-3.253926,-0.43,1.68,0.55,0.99,19.6634,17.9638,17.8112,16.3958
5757,264.398252,-3.242335,-1.46,1.12,-0.18,1.28,19.1095,17.3554,18.1533,15.6277
7227,264.388251,-3.247696,-0.12,-2.31,-2.30,-2.18,15.6628,15.0768,14.6333,13.9732
7336,264.387356,-3.293537,-0.41,1.70,2.25,2.66,19.6797,19.6615,19.4836,19.2557
7892,264.382493,-3.250238,-0.40,82.02,-0.24,0.17,99.9999,17.1714,16.9884,15.8130
8297,264.378772,-3.294388,-0.20,0.16,0.23,0.44,18.1411,17.6180,17.2522,16.7445
9006,264.368421,-3.281907,-0.43,2.83,2.99,3.43,20.8139,20.4061,20.2531,19.6932
9175,264.365212,-3.198462,-0.45,2.72,2.87,3.33,20.6970,20.2859,20.1516,19.5793
9453,264.358642,-3.248708,-0.28,0.49,1.02,1.30,18.4699,18.4086,18.1157,17.7086
9622,264.353962,-3.303780,-0.41,82.02,3.01,3.42,99.9999,20.4207,20.2454,18.7587
