# SiegelIndex,RA,Dec,(B-V)0,Mu,Mb,Mv,u,B,V,I,E(B-V)=0.38, m-M = 14.72
3816,255.766297,-26.363233,-0.59,3.49,3.91,4.50,20.1993,20.2872,20.4852,99.9999
6444,255.730395,-26.157441,-0.53,83.29,3.05,3.58,99.9999,19.4225,19.5655,18.3894
8025,255.711578,-26.181931,-0.17,1.14,0.66,0.83,17.8495,17.0016,16.8066,16.5812
8762,255.702551,-26.395397,-0.09,1.23,0.34,0.43,17.9399,16.6745,16.4050,16.0599
9421,255.696795,-26.441259,-0.14,0.57,0.15,0.29,17.2778,16.4864,16.2593,15.9891
9618,255.698340,-26.064852,-0.38,0.98,1.47,1.85,17.6885,17.8309,17.8311,17.8041
11751,255.686077,-26.217026,-0.06,1.15,0.17,0.23,17.8577,16.5051,16.2046,15.7975
13528,255.677903,-26.376457,-0.20,1.23,0.62,0.82,17.9375,16.9692,16.7989,16.5228
14233,255.676489,-26.245085,-0.19,0.14,0.17,0.35,16.8487,16.5096,16.3271,16.0430
18583,255.663496,-26.282161,-0.50,1.17,0.65,1.16,17.8798,17.0275,17.1426,16.3607
18653,255.663308,-26.283438,-0.37,2.77,1.91,2.28,19.4751,18.2750,18.2616,16.7120
18993,255.662954,-26.218757,-0.43,3.34,3.80,4.24,20.0481,20.1708,20.2202,99.9999
19313,255.661559,-26.284376,-0.24,1.39,1.09,1.33,18.0987,17.4409,17.3100,16.7964
20127,255.660198,-26.185081,-0.21,1.18,0.72,0.93,17.8856,17.0679,16.9113,16.6550
20164,255.659806,-26.222705,-0.45,3.08,3.48,3.93,19.7867,19.8467,19.9132,19.6396
20653,255.657723,-26.321810,-0.47,2.50,3.10,3.57,19.2089,19.4684,19.5516,19.3159
20944,255.657819,-26.213277,-0.08,1.21,0.22,0.30,17.9161,16.5572,16.2759,15.9321
21116,255.657049,-26.250294,-0.19,1.16,0.56,0.75,17.8726,16.9023,16.7241,16.1290
21257,255.656387,-26.291149,-0.43,3.43,2.54,2.97,20.1370,18.9078,18.9542,99.9999
22520,255.652975,-26.302158,-0.21,1.12,0.57,0.79,17.8285,16.9213,16.7624,16.3964
23182,255.651312,-26.271914,-0.22,83.29,0.83,1.06,99.9999,17.1800,17.0338,16.4802
23369,255.650516,-26.300835,-0.21,0.98,0.77,0.98,17.6863,17.1199,16.9569,16.7084
23446,255.650508,-26.272368,-0.20,1.36,0.37,0.57,18.0641,16.7115,16.5452,15.8407
23660,255.649695,-26.303777,-0.19,0.91,0.54,0.73,17.6153,16.8851,16.7024,16.4531
23978,255.648808,-26.302910,-0.10,1.11,0.26,0.36,17.8151,16.5997,16.3359,16.0243
24355,255.648211,-26.249105,-0.08,0.67,0.09,0.17,17.3798,16.4255,16.1457,15.6638
24626,255.647126,-26.294258,-0.28,0.48,0.74,1.02,17.1914,17.0906,16.9984,16.8083
24897,255.646396,-26.286182,-0.13,1.14,0.43,0.56,17.8459,16.7717,16.5332,16.1498
25921,255.643716,-26.254750,-0.11,0.45,-0.03,0.08,17.1567,16.3108,16.0528,15.6120
26022,255.643008,-26.303933,-0.13,1.21,0.43,0.56,17.9193,16.7687,16.5337,16.2242
26260,255.642729,-26.253566,-0.29,1.33,1.03,1.32,18.0408,17.3812,17.2948,16.7270
27058,255.639191,-26.395215,-0.07,0.94,-0.06,0.01,17.6439,16.2712,15.9816,15.5961
27398,255.640007,-26.160965,-0.44,2.41,2.84,3.28,19.1161,19.2087,19.2669,19.1733
27744,255.639318,-26.086029,-0.12,1.00,0.16,0.29,17.7046,16.5026,16.2606,15.9444
27861,255.638358,-26.140041,-0.25,1.29,0.96,1.21,17.9996,17.3132,17.1900,16.9647
30515,255.625733,-26.310086,-0.41,1.70,2.23,2.63,18.4100,18.5898,18.6153,18.4917
31374,255.621415,-26.292599,-0.13,1.11,0.36,0.49,17.8222,16.7011,16.4653,16.0859
31640,255.619786,-26.297858,-0.71,2.34,2.91,3.62,19.0557,19.3011,19.6083,18.9840
32177,255.617709,-26.189419,-0.45,3.21,3.74,4.19,19.9244,20.1101,20.1755,99.9999
33197,255.609277,-26.331671,-0.43,1.71,2.26,2.68,18.4215,18.6235,18.6673,18.6087
33508,255.607718,-26.282404,-0.08,0.99,0.04,0.13,17.7013,16.3783,16.0976,15.7752
33764,255.605123,-26.336813,-0.84,83.29,3.74,4.57,99.9999,20.1432,20.5716,19.1659
34042,255.603407,-26.282563,-0.34,1.61,1.69,2.02,18.3185,18.0458,18.0040,17.8748
35167,255.594565,-26.166250,-0.11,0.98,0.02,0.13,17.6843,16.3524,16.1032,15.7558
35219,255.593004,-26.288736,-0.16,1.08,0.56,0.73,17.7882,16.9062,16.7028,16.4242
