# SiegelIndex,RA,Dec,(B-V)0,Mu,Mb,Mv,u,B,V,I,E(B-V)=0.38, m-M = 14.72
35329,255.591764,-26.297755,-0.21,1.13,0.91,1.12,17.8422,17.2519,17.0947,16.9148
35585,255.589932,-26.255188,-0.17,0.99,0.25,0.42,17.7029,16.5909,16.3943,16.0929
36828,255.576766,-26.232775,-0.21,1.23,0.79,1.00,17.9391,17.1375,16.9786,16.7032
37050,255.573831,-26.293633,-0.21,0.93,0.84,1.05,17.6415,17.1882,17.0300,99.9999
37075,255.574610,-26.171588,-0.27,1.28,1.15,1.42,17.9889,17.5032,17.3993,17.1218
37106,255.574195,-26.176021,-0.49,2.99,3.65,4.14,19.7017,20.0203,20.1263,99.9999
37414,255.569907,-26.270628,-0.24,1.20,0.98,1.22,17.9134,17.3281,17.1986,17.0356
38025,255.562203,-26.311238,-0.09,1.15,0.19,0.28,17.8551,16.5234,16.2551,15.8839
39378,255.546854,-26.280247,-0.11,1.12,0.20,0.31,17.8271,16.5372,16.2872,15.9642
39384,255.547102,-26.247597,-0.25,1.10,1.04,1.30,17.8128,17.3934,17.2744,17.1339
39552,255.546095,-26.130252,-0.10,1.33,0.30,0.40,18.0338,16.6397,16.3741,15.9730
39645,255.543695,-26.235835,-0.11,1.14,0.23,0.34,17.8491,16.5668,16.3134,15.9951
39813,255.541237,-26.240044,-0.14,1.20,0.43,0.58,17.9047,16.7743,16.5523,16.2852
40107,255.537059,-26.286612,-0.44,3.02,3.66,4.11,19.7273,20.0305,20.0911,99.9999
40862,255.524248,-26.446645,-0.13,0.85,-0.03,0.09,17.5570,16.3072,16.0675,15.8078
42044,255.504252,-26.244119,-0.17,0.82,0.08,0.25,17.5258,16.4243,16.2256,15.9466
42652,255.492900,-26.243696,-0.26,0.94,0.40,0.66,17.6469,16.7497,16.6345,16.4184
43814,255.468295,-26.305725,-0.46,2.73,3.27,3.72,19.4436,19.6353,19.7097,19.5195
43868,255.466840,-26.326975,-0.10,0.79,-0.20,-0.11,17.5005,16.1319,15.8641,15.5095
44430,255.452282,-26.300183,-0.05,0.87,-0.12,-0.06,17.5760,16.2144,15.9071,15.5181
