## Cluster   RGC      RSun  DELTAR  [Fe/H]     MV   E(B-V)  M_GC  Delta M  M/L  Delta M/L  Age     Mini    Error   Ltime     Error   chi^2  rlhp    rm    trh    NV  alpha_s   vesc   v0esc   sig0    rmin    rmax      l       b
##  (1)      (3)       (4)   (5)      (6)     (7)    (8)     (9)   (10)   (11)    (12)     (13)    (14)     (15)    (16)      (17)   (18)   (19)   (20)   (21)  (22)  (23)     (24)   (25)    (26)    (27)    (28)     (29)   (30)
 NGC 6558     1.11    7.79    0.18   -1.32   -6.16   0.44   4.50   2.98   1.26   0.04    12.30     6.20     4.21     0.45     0.00   1.22   1.54   1.96   8.09  1143   1.67  16.708  25.765    4.15    0.55    1.10    0.20   -6.02
 NGC 6569     2.32   10.53    0.26   -0.76   -7.73   0.49   5.36   4.32   2.16   0.20    12.00     5.94     4.95    11.12     1.89   1.52   2.60   3.46   8.95   314   0.42  28.447  45.127    7.63    1.68    2.70    0.48   -6.68
 NGC 6584     6.80   13.61    0.17   -1.50   -7.37   0.15   5.06   3.70   1.50   0.07    12.00     5.60     4.30    13.39     1.44   0.99   3.47   5.37   9.22   130  -0.75  16.655  23.306    4.37    2.25   19.79  342.14  -16.41
 NGC 6624     1.30    8.02    0.11   -0.44   -7.36   0.28   5.02   3.34   1.39   0.03    11.90     6.41     5.25     0.94     0.07   0.80   2.04   2.60   8.53  2366   0.66  27.125  71.216    6.72    0.32    1.36    2.79   -7.91
 NGC 6626     3.33    5.37    0.10   -1.32   -8.04   0.40   5.43   4.24   1.93   0.12    12.70     6.22     5.00     5.41     0.47   0.68   1.61   2.33   8.72   565  -0.21  41.132  73.961   10.45    0.60    2.97    7.80   -5.58
 NGC 6637     1.63    8.90    0.10   -0.64   -7.56   0.14   5.14   3.39   1.53   0.03    11.80     6.30     5.58     1.77     0.41   0.60   2.41   3.19   8.78   237   0.37  24.296  44.351    6.29    0.40    2.03    1.72  -10.27
 NGC 6638     2.12    9.78    0.34   -0.95   -7.43   0.41   5.09   4.36   1.55   0.29    12.00     6.48     6.00     1.10     0.38   0.00   1.84   2.28   8.49   102   0.89  26.662  47.086    6.99    0.28    2.36    7.90   -7.15
 NGC 6642     1.75    8.05    0.20   -1.80   -6.30   0.46   4.60   3.10   1.39   0.04    12.70     6.54     6.07     0.31     0.11   1.23   1.37   1.73   8.04  1065   1.12  20.021  33.645    5.02    0.26    1.83    9.81   -6.44
 NGC 6652     2.04    9.46    0.14   -0.81   -6.24   0.09   4.61   3.19   1.53   0.06    12.70     6.36     5.79     0.45     0.09   1.93   1.46   1.85   8.10   171   0.89  19.076  30.217    4.79    0.32    3.09    1.53  -11.38
 NGC 6656     5.32    3.30    0.04   -1.70   -8.59   0.34   5.67   3.77   2.01   0.03    12.80     6.03     3.14    47.10     0.28   0.37   3.18   5.21   9.49 11618  -0.98  35.439  77.611    9.05    2.97    9.59    9.89   -7.55
 NGC 6681     2.17    9.36    0.11   -1.62   -7.16   0.07   5.02   3.32   1.66   0.03    13.00     5.98     4.53     3.85     0.18   1.27   2.16   3.08   8.72  4741  -0.12  25.626  51.503    6.91    0.81    4.98    2.85  -12.51
 NGC 6712     3.70    7.38    0.24   -1.02   -7.14   0.45   4.98   3.85   1.55   0.12    11.20     6.15     5.53     1.66     0.39   0.49   2.55   3.50   8.82   566  -0.01  19.184  30.077    4.95    0.45    4.84   25.35   -4.32
 NGC 6715    18.21   26.28    0.33   -1.49   -9.99   0.15   6.20   4.45   1.87   0.03    12.00     6.47     3.18   613.54    16.45   1.60   3.58   5.78   9.76  5493  -0.86  68.911 154.752   17.18   14.77   46.93    5.61  -14.09
 NGC 6717     2.53    7.52    0.13   -1.26   -6.08   0.22   4.42   3.27   1.13   0.08    12.80     5.97     4.50     0.70     0.02   0.67   2.63   3.26   8.44   102   1.56  11.615  25.866    2.90    0.74    2.54   12.88  -10.90
 NGC 6723     2.53    8.27    0.10   -1.10   -7.53   0.05   5.29   3.56   2.24   0.04    12.80     5.88     3.76    11.43     0.16   0.74   3.64   5.07   9.23   793  -0.26  21.477  33.230    5.87    2.07    2.82    0.07  -17.30
 NGC 6749     5.08    7.59    0.21   -1.60   -8.14   1.50   5.30   4.61   1.30   0.26    12.00     5.89     4.18    10.79     0.41   0.08   4.15   5.83   9.36    61 -99.00  20.593  38.179    5.45    1.43    4.95   36.20   -2.21
 NGC 6752     5.59    4.12    0.04   -1.54   -7.85   0.04   5.42   3.53   2.22   0.03    12.80     5.84     3.22    27.15     0.20   0.85   2.86   4.76   9.30  9578  -0.84  31.399  58.578    7.76    3.38    5.49  336.49  -25.63
 NGC 6760     5.27    8.41    0.43   -0.40   -8.12   0.77   5.34   4.30   1.46   0.13    11.50     5.85     3.81    15.35     0.34   0.12   3.12   4.12   9.05   427   1.60  27.514  62.153    7.04    1.84    5.82   36.11   -3.92
 NGC 6779    10.02   10.43    0.14   -1.98   -7.75   0.26   5.22   3.88   1.54   0.07    13.20     5.85     4.47     9.67     0.67   1.26   2.96   4.42   9.11   341  -0.54  21.911  30.988    5.80    1.30   13.13   62.66    8.34
 NGC 6809     4.28    5.35    0.05   -1.94   -7.60   0.08   5.29   3.74   2.10   0.06    13.30     5.88     3.03    11.94     0.03   0.89   4.60   6.78   9.50  1341  -1.07  18.053  30.679    4.97    1.60    5.62    8.79  -23.27
 NGC 6838     7.15    4.00    0.05   -0.78   -6.63   0.25   4.58   3.14   0.99   0.04    11.90     5.24     2.40     7.83     0.02   0.86   3.32   4.81   8.90  1214  -0.21  10.155  15.041    2.65    4.81    7.12   56.75   -4.56
 NGC 6864    14.09   20.52    0.45   -1.29   -8.55   0.16   5.66   4.77   2.05   0.26    11.00     6.11     5.00    20.47     4.00   0.44   2.05   2.94   9.00   110  -0.12  48.438  97.110   12.30    1.12   16.15   20.30  -25.75
 NGC 6934    12.81   15.72    0.17   -1.47   -7.55   0.10   5.18   3.57   1.67   0.04    12.00     5.60     4.41    28.84    17.33   2.41   2.96   4.71   9.17   240  -0.68  21.356  30.775    5.52    3.69   42.10   52.10  -18.89
 NGC 6981    12.45   16.66    0.18   -1.42   -6.94   0.05   4.91   4.11   1.59   0.25    11.90     5.89     4.46     2.77     0.14   0.88   4.14   5.79   9.13   318  -0.33  12.419  19.264    3.49    0.73   22.08   35.16  -32.68
 NGC 7006    36.60   39.32    0.56   -1.52   -7.50   0.07   5.12   4.55   1.54   0.41    12.20     5.62     4.17    16.78     1.39   0.74   4.31   6.59   9.40    41  -0.76  15.732  23.264    4.17    2.33   50.56   63.77  -19.41
 NGC 7078    10.89   10.71    0.10   -2.37   -9.18   0.10   5.71   3.83   1.29   0.02    13.00     6.05     3.37    65.15     0.81   1.09   2.03   3.66   9.21 10190  -1.04  48.984 183.383   13.04    3.90   10.77   65.01  -27.31
 NGC 7089    10.62   11.69    0.11   -1.65   -9.05   0.06   5.79   3.90   1.75   0.02    12.10     6.26     4.69    20.22     1.43   0.84   3.05   4.76   9.45  1935  -0.75  43.442  82.013   11.03    0.88   18.74   53.37  -35.77
 NGC 7099     7.50    8.46    0.09   -2.27   -7.36   0.03   5.09   3.45   1.63   0.04    13.10     5.76     3.55     8.30     0.08   0.64   2.54   4.28   9.02  2003  -1.00  21.044  64.830    5.89    1.51    8.56   27.18  -46.84
 NGC 7492    23.59   24.39    0.57   -1.78   -5.89   0.03   4.30   3.54   1.01   0.18    12.00     5.19     4.25     3.75     0.59   0.31   7.62  10.59   9.31    25  -0.30   4.425   6.739    1.26    2.81   26.03   53.39  -63.48
 Pal    1    17.69   11.18    0.32   -0.65   -1.76   0.15   2.97   2.26   2.15   0.43     7.60     4.09     2.50     1.20     0.03   0.22   2.01   3.43   7.82     7  -0.21   1.910   3.905    0.51   14.77   18.98  130.06   19.03
 Pal   10     7.72    8.94    1.18   -0.10   -7.53   1.66   4.98   4.20   1.08   0.18    11.75     5.41     4.31    26.04     7.03   3.46   3.99   5.61   9.16   306 -99.00  14.175  27.320    3.79    6.38   12.79   52.44    2.72
 Pal   11     8.59   14.02    0.51   -0.40   -5.11   0.40   4.10   3.71   1.34   0.54    11.00     5.03     4.11     3.12     0.50   0.27   6.16   8.76   9.08    31  -0.37   4.013   6.955    1.12    4.49    8.68   31.81  -15.58
 Pal   12    15.23   18.49    0.30   -0.85   -4.41   0.02   3.79   3.08   1.25   0.24     9.30     4.35     2.59     9.45     0.33   1.02   7.06  10.54   9.13    24  -0.45   2.482   3.944    0.71   15.30   51.25   30.51  -47.68
 Pal   13    24.67   23.48    0.40   -1.60   -3.15   0.06   3.44   2.71   1.79   0.33    13.40     4.62     3.36     1.86     0.12   9.74  11.72  15.67   9.22    20   0.32   1.838   4.720    0.49    6.93   58.26   87.10  -42.70
 Pal   14    68.36   73.58    1.63   -1.62   -5.30   0.03   4.28   3.55   1.70   0.32    11.50     5.03     4.25     5.95     1.78   1.08  27.63  37.72  10.19    16  -0.75   2.251   4.151    0.66    3.75  500.00   28.75   42.19
 Pal   15    37.02   44.10    1.14   -2.07   -5.58   0.34   4.72   4.02   3.60   0.71    12.70     5.62     5.20     4.60     1.90   0.10  20.01  27.01  10.16     5  -0.85   4.252   7.575    1.31    1.52   49.66   18.85   24.34
 Pal    2    34.51   26.17    1.28   -1.42   -8.29   1.24   5.34   4.59   1.24   0.22    12.00     6.22     6.11     6.74     4.66   0.14   4.82   7.64   9.61    16  -1.30  19.214  42.591    5.02    0.70   38.81  170.53   -9.07
 Pal    3    98.31   94.84    3.23   -1.63   -5.44   0.04   4.27   3.53   1.45   0.26    10.00     4.57     2.23   107.49     7.94  10.98  20.16  27.60   9.97    22  -0.69   2.407   4.166    0.77   98.37  112.34  240.14   41.86
 Pal    4   104.17  101.39    2.57   -1.41   -5.86   0.02   4.18   3.45   0.81   0.15    11.00     4.47     2.02   152.58     7.45   1.13  15.88  21.12   9.70    23  -0.02   2.622   4.700    0.79  100.82  500.00  202.31   71.80
 Pal    5    17.14   21.94    0.51   -1.41   -4.94   0.03   4.13   3.38   1.66   0.30    11.10     4.78     3.65     7.70     0.94  11.43  20.42  27.63   9.90    39  -0.52   2.139   3.663    0.66    8.90   17.55    0.84   45.86
 Pal    6     1.50    7.05    0.45   -1.10   -7.17   1.46   4.91   4.26   1.29   0.29    12.50     6.51     6.12     0.69     0.26   0.10   2.26   2.87   8.60    97 -99.00  19.166  30.366    4.95    0.29    2.08    2.09    1.78
 Pal    8     3.88   11.32    0.63   -0.37   -6.15   0.32   4.74   4.07   2.23   0.48    12.00     5.79     5.29     2.66     0.96   0.06   3.49   5.04   8.99   237 -99.00  11.800  17.479    3.12    1.17    4.13   14.10   -6.80
 Pat  126     2.90    8.00    0.50   -0.70   -3.51   1.10   3.75   3.57   2.62   1.73    11.00     5.39     4.37     0.49     0.05   0.00   1.13   1.71   7.64     7 -99.00   7.598  13.987    2.04    2.23    3.23  340.38   -3.83
 Pyx    0    38.72   36.53    0.66   -1.20   -5.49   0.28   4.51   3.72   2.40   0.39    11.20     4.81     2.91   105.36    11.05   1.71  17.05  23.52   9.99    43  -0.86   3.564   5.845    1.10   38.66  432.44  261.32    6.99
 Rup  106    18.01   20.71    0.36   -1.68   -6.15   0.20   4.53   3.77   1.38   0.24    11.20     5.10     3.29    10.95     0.34   0.89   7.62  11.14   9.48    33  -0.75   5.613   8.319    1.62    4.63   34.70  300.89   11.67
 Sgr    2    59.27   66.53    1.56   -2.28   -5.42   0.11   4.48   3.74   2.43   0.44    12.00     4.79     3.08   126.46    28.91   8.56  29.04  39.44  10.33    23  -0.92   2.705   5.312    0.82   59.67  261.17   18.94  -22.89
 Ter    1     2.84    5.67    0.17   -1.03   -7.54   1.99   5.30   4.39   2.25   0.28    12.00     6.19     5.34     3.91     0.69   0.73   1.47   1.86   8.44    85   0.63  37.877  61.449    9.80    0.57    2.68  357.56    0.99
 Ter    2     0.97    7.75    0.33   -0.69   -7.13   1.87   4.91   4.36   1.32   0.38    12.00     6.77     6.04     0.32     0.06   0.07   2.40   4.31   9.01    49   8.08  17.366  35.413    4.27    0.16    0.86  356.32    2.30
 Ter    3     2.59    7.64    0.31   -1.00   -6.09   0.73   4.51   3.98   1.39   0.41    12.00     5.53     3.64     2.56     0.04   0.25   4.70   6.24   8.98   111   0.11   7.561  11.830    2.11    2.40    2.88  345.08    9.20
 Ter    4     1.08    7.59    0.31   -0.50   -7.33   2.05   5.26   4.72   2.48   0.73    12.00     6.72     6.09     0.86     0.25   0.79   3.27   5.67   9.38    55  -0.89  23.127  72.514    5.71    0.19    0.85  356.02    1.31
 Ter    5     1.96    6.62    0.15   -0.82   -9.12   2.38   5.91   4.78   2.15   0.16    12.00     6.67     5.81     5.74     1.04   0.44   1.68   2.70   9.07   448  -0.37  61.806 138.715   16.98    0.26    1.69    3.84    1.69
 Ter    6     1.28    7.27    0.35   -1.41   -7.12   2.35   5.00   3.01   1.66   0.02    12.00     6.66     5.87     0.52     0.10   1.49   1.06   1.34   8.03    63   4.63  34.902  59.174    1.53    0.20    1.11  358.57   -2.16
 Ter    7    16.57   24.28    0.49   -0.23   -5.29   0.07   4.26   3.49   1.62   0.27     7.30     4.64     2.71    21.69     0.99   5.25   6.39   8.42   9.11    45   0.37   5.051   8.414    1.37   14.57   50.41    3.39  -20.07
 Ter    8    20.17   27.54    0.42   -0.56   -6.52   0.12   4.88   4.21   2.19   0.47    13.20     5.21     3.25    77.76     7.14   0.14  15.17  21.24  10.10    73  -1.02   6.018  12.446    1.76   17.66   95.16    5.76  -24.56
 Ter    9     2.78    5.77    0.34   -0.32   -6.62   1.79   5.18   4.25   3.96   0.47    12.00     6.35     5.79     2.11     0.53   2.21   1.65   2.60   8.70   111  -0.40  30.360  46.461    7.60    0.37    2.55    3.60   -1.99
 Ter   10     1.88   10.21    0.40   -2.16   -7.04   2.17   5.50   4.99   5.68   1.74    12.00     6.07     5.29    12.69     3.64   0.00   3.46   4.67   9.23    61  -0.00  35.247  86.291    8.77    1.07    5.60    4.42   -1.86
 Ter   12     3.48    5.17    0.38   -1.05   -6.13   2.06   4.46   3.82   1.18   0.27    12.00     5.56     4.70     2.06     0.31   1.94   1.77   2.23   8.20   206   3.63  13.183  22.987    3.39    1.79    3.73    8.36   -2.10
 Ton    2     2.01    6.99    0.34   -0.70   -6.84   1.38   4.63   3.96   0.93   0.20    12.00     5.63     4.57     2.76     0.29   0.32   2.86   4.26   8.88   202  -0.91  11.649  18.045    3.00    1.80    3.00  350.79   -3.42
 UKS    1     7.16   15.58    0.56   -0.98   -6.79   2.62   4.89   4.19   1.74   0.35    12.00     6.24     5.85     1.25     0.45   0.00   3.01   4.05   8.89     5 -99.00  15.541  24.127    4.09    0.41    7.66    5.13    0.76
 VVV    1     0.88    8.08    1.48   -2.45   -6.54   2.00   5.15   4.45   4.01   0.80    12.00     6.15     5.82     3.71     2.13   0.04   2.39   3.16   8.80    53 -99.00  25.303  47.535    6.40    0.72    4.11    5.27    0.78
 VVV  160     2.17    6.80    0.50   -1.30   -6.00   2.40   4.72   4.34   2.45   1.02    13.00     5.84     4.64     2.09     0.19   0.00   3.28   4.52   8.90    13 -99.00  12.788  25.209    3.21    0.85   11.52   10.15    0.30
 Whi    1    35.36   30.59    1.17   -0.70   -4.17   0.44   3.14   2.44   0.34   0.07     6.00     3.68     2.11     6.50     0.36   0.00   9.42  16.53   9.22     3  -0.68   1.080   2.713    0.29   35.15   61.94  161.62  -60.64
